Player,Country,Start,End,Matches,Innings,NotOuts,Runs,HighScore,HighScoreNotOut,Average,BallsFaced,StrikeRate,Hundreds,Fifties,Ducks,Fours,Sixes
Anwar Arudin ,MAS,2019,2021,21,21,0,211,32,FALSE,10.047619047619047,207,101.93236714975846,0,0,5,24,7
JA Burns ,ITA,2024,2024,5,5,2,211,108,TRUE,70.33333333333333,146,144.5205479452055,1,1,1,18,9
AJ Hosein ,West Indies,2021,2024,65,27,13,211,44,TRUE,15.071428571428571,190,111.05263157894736,0,0,3,14,10
Haris Sohail ,Pakistan,2013,2019,14,13,2,210,52,FALSE,19.09090909090909,204,102.94117647058823,0,2,1,16,3
CA Ingram ,South Africa,2010,2012,9,9,1,210,78,FALSE,26.25,162,129.62962962962962,0,1,1,23,7
P Silas ,BOT,2019,2023,29,19,4,210,41,FALSE,14,201,104.4776119402985,0,0,5,11,4
A Natubhai Ahir ,PAN,2019,2023,16,16,0,209,51,FALSE,13.0625,210,99.52380952380952,0,1,3,19,9
Ghulam Shabber ,United Arab Emirates,2016,2019,17,14,3,208,58,TRUE,18.90909090909091,182,114.28571428571428,0,1,0,24,4
Imal Zuwak ,SWE,2021,2024,16,16,2,208,47,TRUE,14.857142857142858,210,99.04761904761905,0,0,2,21,5
Abdul Shakoor ,ROM,2019,2023,19,14,3,207,31,TRUE,18.818181818181817,219,94.52054794520548,0,0,1,17,2
Imran Asif ,Aut,2021,2024,11,10,1,207,102,FALSE,23,153,135.29411764705884,1,0,0,19,12
Ijaz Hussain ,ROM,2019,2024,27,21,4,207,40,FALSE,12.176470588235293,217,95.39170506912443,0,0,0,20,7
BMAJ Mendis ,Sri Lanka,2011,2018,22,15,4,207,43,TRUE,18.818181818181817,174,118.96551724137932,0,0,1,18,6
Haseeb Ghafoor ,KSA,2022,2024,20,13,7,206,47,TRUE,34.333333333333336,200,103,0,0,2,10,11
Mohammad Saifuddin ,BAN,2017,2024,38,21,10,206,39,TRUE,18.727272727272727,180,114.44444444444444,0,0,2,16,7
Nasrulla Rana ,Hong Kong,2019,2024,42,26,9,206,36,TRUE,12.117647058823529,174,118.39080459770115,0,0,4,13,12
RM Siri ,Arg,2019,2021,10,10,2,206,49,TRUE,25.75,203,101.47783251231527,0,0,1,17,2
P Aho ,NGA,2021,2024,38,21,6,205,44,TRUE,13.666666666666666,186,110.21505376344085,0,0,4,14,2
P Heron ,CAY,2022,2023,11,11,2,205,59,FALSE,22.77777777777778,203,100.98522167487684,0,2,2,12,6
DL Vettori ,New Zealand,2007,2014,34,22,6,205,38,FALSE,12.8125,190,107.89473684210526,0,0,3,14,2
U Aryaman Sunil ,SGP,2019,2022,25,23,5,203,36,TRUE,11.277777777777779,162,125.30864197530865,0,0,3,11,13
S Ashwathnarayana ,HUN,2021,2022,14,11,3,203,52,FALSE,25.375,162,125.30864197530865,0,1,1,14,11
JM Kemp ,South Africa,2005,2007,8,7,3,203,89,TRUE,50.75,160,126.875,0,1,0,17,10
DS Smith ,West Indies,2007,2009,6,6,0,203,61,FALSE,33.833333333333336,161,126.08695652173914,0,2,0,22,5
R Gunasekera ,Canada,2012,2013,8,8,0,202,65,FALSE,25.25,188,107.4468085106383,0,1,0,23,4
A Otwani ,UGA,2019,2022,17,16,0,202,44,FALSE,12.625,198,102.020202020202,0,0,4,25,3
J Botha ,South Africa,2006,2012,40,20,9,201,34,FALSE,18.272727272727273,165,121.81818181818183,0,0,1,15,9
Ismail Ali ,MDV,2023,2024,18,17,1,201,33,FALSE,12.5625,191,105.23560209424083,0,0,1,12,11
Kamran Ahmadzai ,Fran,2024,2024,9,9,2,201,56,FALSE,28.714285714285715,112,179.46428571428572,0,1,0,14,14
S Pokhriyal ,CZK-R,2019,2020,9,9,1,200,79,FALSE,25,186,107.5268817204301,0,1,1,31,3
W Boshoff ,SWE,2021,2023,20,17,0,199,40,FALSE,11.705882352941176,243,81.89300411522635,0,0,2,13,2
R Gaznavi ,SGP,2019,2024,24,22,2,199,30,FALSE,9.95,248,80.24193548387096,0,0,3,16,3
M Beitaki ,Fiji,2022,2024,16,16,2,198,33,TRUE,14.142857142857142,179,110.6145251396648,0,0,2,15,9
M Chadha ,CAM,2023,2024,6,6,0,197,50,FALSE,32.833333333333336,181,108.83977900552486,0,1,0,12,10
TK Musakanda ,Zimbabwe,2018,2021,12,12,0,197,43,FALSE,16.416666666666668,164,120.1219512195122,0,0,2,17,4
Mukhtar Ghulami ,Fran,2023,2024,15,13,1,196,46,FALSE,16.333333333333332,191,102.61780104712042,0,0,1,11,10
Sohail Tanvir ,Pakistan,2007,2017,57,25,8,196,41,FALSE,11.529411764705882,164,119.51219512195121,0,0,2,16,9
LM Gabriel ,LES,2022,2024,17,16,1,195,45,TRUE,13,241,80.91286307053942,0,0,2,21,0
Pyae Phyo Wai ,MYAN,2023,2024,19,18,0,195,39,FALSE,10.833333333333334,298,65.43624161073825,0,0,3,7,5
MG Bracewell ,New Zealand,2022,2024,24,17,5,194,61,TRUE,16.166666666666668,162,119.75308641975309,0,1,4,16,7
Fawad Alam ,Pakistan,2007,2010,24,17,6,194,28,FALSE,17.636363636363637,169,114.79289940828403,0,0,1,7,7
K Mendon ,CZK-R,2019,2021,17,13,7,194,45,TRUE,32.333333333333336,183,106.01092896174865,0,0,0,14,5
NK Tiwari ,CYP,2021,2024,17,15,2,194,46,FALSE,14.923076923076923,218,88.9908256880734,0,0,3,15,5
OF Smith ,West Indies,2018,2023,27,20,7,193,27,TRUE,14.846153846153847,138,139.85507246376812,0,0,2,13,12
Taskin Ahmed ,BAN,2014,2024,70,35,16,193,31,FALSE,10.157894736842104,204,94.6078431372549,0,0,6,17,6
J Alegra ,PHI,2022,2023,16,14,1,192,41,FALSE,14.76923076923077,249,77.10843373493977,0,0,1,10,4
Asad Shafiq ,Pakistan,2010,2012,10,10,0,192,38,FALSE,19.2,185,103.78378378378379,0,0,0,19,2
WP Masakadza ,Zimbabwe,2015,2024,55,29,9,192,34,FALSE,9.6,209,91.86602870813397,0,0,2,12,5
Mukhtar Ahmed ,Pakistan,2015,2015,6,6,0,192,83,FALSE,32,134,143.28358208955223,0,2,0,23,5
Manpreet Singh ,ITA,2019,2023,20,16,5,191,36,FALSE,17.363636363636363,210,90.95238095238095,0,0,1,14,3
C Forbes ,SWA/SWZ,2021,2023,15,14,0,190,31,FALSE,13.571428571428571,219,86.7579908675799,0,0,1,26,3
Naeem Gull ,SWA/SWZ,2021,2022,13,13,1,189,63,TRUE,15.75,219,86.3013698630137,0,1,1,27,2
SR Patel ,England,2011,2013,18,14,2,189,67,FALSE,15.75,173,109.2485549132948,0,1,2,17,5
Umar Nawaz ,SWE,2022,2022,9,9,0,189,56,FALSE,21,188,100.53191489361701,0,1,0,16,9
Wahidullah Sahak ,NOR,2021,2024,16,12,1,189,71,TRUE,17.181818181818183,169,111.83431952662721,0,2,1,16,7
IR Bell ,England,2006,2014,8,8,1,188,60,TRUE,26.857142857142858,163,115.33742331288343,0,1,0,23,2
IS Sodhi ,New Zealand,2014,2024,119,38,12,188,19,FALSE,7.230769230769231,184,102.17391304347827,0,0,6,11,9
Ammad Uddin ,BHR,2019,2021,12,11,3,187,41,TRUE,23.375,109,171.55963302752292,0,0,0,18,11
CJ Bowes ,New Zealand,2023,2023,11,11,0,187,54,FALSE,17,156,119.87179487179486,0,1,1,27,2
CD McMillan ,New Zealand,2005,2007,8,7,1,187,57,FALSE,31.166666666666668,117,159.82905982905984,0,1,0,8,14
SP Patil ,United Arab Emirates,2014,2016,18,13,0,187,37,FALSE,14.384615384615385,218,85.77981651376146,0,0,3,16,4
KMA Paul ,West Indies,2018,2022,23,16,7,187,29,FALSE,20.77777777777778,166,112.65060240963855,0,0,2,10,11
GR Russ ,PHI,2019,2023,21,17,4,187,43,TRUE,14.384615384615385,248,75.40322580645162,0,0,4,17,1
Luka Woods ,SRB,2024,2024,8,8,0,186,84,FALSE,23.25,159,116.98113207547169,0,1,1,13,13
AA Jasani ,TAN,2021,2021,6,6,1,185,90,TRUE,37,152,121.71052631578947,0,1,0,15,6
Mohammad Yasin ,ESP,2022,2024,12,12,0,185,34,FALSE,15.416666666666666,163,113.49693251533743,0,0,1,19,6
LA Musiani ,Arg,2019,2023,16,16,2,185,44,TRUE,13.214285714285714,205,90.2439024390244,0,0,2,14,1
R Ashwin ,India,2010,2022,65,19,12,184,31,TRUE,26.285714285714285,160,114.99999999999999,0,0,0,17,4
LC Le Tissier ,GUE,2019,2023,20,18,2,184,37,FALSE,11.5,161,114.28571428571428,0,0,1,24,3
Shakeel Ahmed ,OMA,2023,2024,26,16,5,184,45,FALSE,16.727272727272727,182,101.0989010989011,0,0,3,15,5
BJ Hodge ,Australia,2007,2014,15,11,4,183,36,FALSE,26.142857142857142,144,127.08333333333333,0,0,0,9,7
Mahmud Jasat ,PAN,2021,2023,14,14,1,183,35,FALSE,14.076923076923077,248,73.79032258064517,0,0,2,10,2
Aslam Mohammad ,GRC,2019,2024,14,12,1,182,61,FALSE,16.545454545454547,165,110.3030303030303,0,2,1,12,12
Delawar Khan ,DEN,2019,2024,24,20,6,181,40,TRUE,12.928571428571429,146,123.97260273972603,0,0,3,9,11
AUKDS Kalugala ,CYP,2022,2024,10,10,0,181,42,FALSE,18.1,158,114.55696202531647,0,0,0,18,7
A Gbla ,Sri LankaE,2021,2024,28,22,3,180,29,TRUE,9.473684210526315,205,87.8048780487805,0,0,3,13,6
OD Hald ,DEN,2019,2024,27,19,5,180,28,FALSE,12.857142857142858,156,115.38461538461537,0,0,1,10,8
Raja Shoaib ,SKOR,2022,2024,10,10,3,180,40,TRUE,25.714285714285715,208,86.53846153846155,0,0,0,15,3
CAJ Meschede ,GER,2019,2019,5,5,1,179,67,FALSE,44.75,115,155.65217391304347,0,1,1,9,14
Mudassar Muhammad ,GER,2019,2023,10,10,0,179,34,FALSE,17.9,189,94.70899470899471,0,0,1,13,5
SM Sharif ,Scotland,2012,2024,69,30,17,179,26,FALSE,13.76923076923077,161,111.18012422360249,0,0,3,10,5
N Acawei ,Fiji,2022,2023,10,10,1,178,48,TRUE,19.77777777777778,166,107.2289156626506,0,0,1,19,6
Anoop Orsu ,LUX,2022,2024,19,17,4,178,58,TRUE,13.692307692307692,152,117.10526315789474,0,1,7,14,9
Nazimuddin ,BAN,2007,2008,7,7,0,178,81,FALSE,25.428571428571427,158,112.65822784810126,0,1,2,13,10
H Rashid ,SWZ,2022,2023,15,15,2,178,38,FALSE,13.692307692307692,202,88.11881188118812,0,0,2,18,5
Sidhant Singh ,SGP,2019,2020,11,9,2,178,77,FALSE,25.428571428571427,135,131.85185185185185,0,2,1,15,6
Waqar Ul Hassan ,KSA,2023,2024,10,8,1,178,44,FALSE,25.428571428571427,151,117.88079470198676,0,0,1,16,5
L Emilio ,MOZ,2019,2022,24,18,4,176,31,TRUE,12.571428571428571,189,93.12169312169311,0,0,1,19,2
Gurdeep Singh ,Kenya,2021,2024,11,10,0,176,44,FALSE,17.6,183,96.17486338797814,0,0,1,20,3
Kaleem Shah ,MOZ,2019,2019,7,7,1,176,72,TRUE,29.333333333333332,170,103.5294117647059,0,1,1,21,4
Mohammad Naveed ,United Arab Emirates,2015,2019,31,24,10,176,27,TRUE,12.571428571428571,147,119.72789115646259,0,0,3,17,8
Nouman Sarwar ,QAT,2019,2024,16,10,7,176,47,TRUE,58.666666666666664,133,132.33082706766916,0,0,1,16,6
Tarun Sharma ,Mex,2019,2023,10,10,2,176,49,TRUE,22,173,101.73410404624276,0,0,1,13,6
Usman Khan ,Pakistan,2024,2024,13,12,1,176,52,FALSE,16,138,127.53623188405795,0,1,0,16,4
Khalid Zahid ,SWE,2021,2024,20,15,2,175,47,TRUE,13.461538461538462,125,140,0,0,0,16,6
Faheem Nellancheri ,FIN,2023,2024,13,12,1,175,44,FALSE,15.909090909090908,124,141.1290322580645,0,0,0,14,9
GK Ghalley ,BHU,2022,2024,19,18,2,175,28,TRUE,10.9375,216,81.01851851851852,0,0,4,14,5
Namgay Thinley ,BHU,2022,2024,27,26,3,175,25,FALSE,7.608695652173913,275,63.63636363636363,0,0,4,10,2
P Suanchuai ,THA,2020,2023,18,16,2,175,37,FALSE,12.5,273,64.1025641025641,0,0,1,7,5
H Rathod ,QAT,2023,2024,19,12,5,175,47,FALSE,25,158,110.75949367088607,0,0,0,12,5
LPC Silva ,Sri Lanka,2006,2011,16,15,2,175,38,FALSE,13.461538461538462,177,98.87005649717514,0,0,0,19,3
BS Stephenson ,Blz,2019,2021,9,9,1,175,69,FALSE,21.875,139,125.89928057553956,0,1,1,15,11
GM Ntambalika ,MWest Indies,2019,2024,29,17,3,174,41,FALSE,12.428571428571429,169,102.9585798816568,0,0,2,12,5
WD Parnell ,South Africa,2009,2023,56,23,13,174,29,TRUE,17.4,180,96.66666666666667,0,0,1,13,4
JT Smuts ,South Africa,2017,2021,13,13,0,174,45,FALSE,13.384615384615385,165,105.45454545454544,0,0,1,18,6
A Sokovagone ,Fiji,2024,2024,6,6,0,174,62,FALSE,29,129,134.88372093023256,0,1,0,10,12
S Tosic ,SRB,2021,2024,22,14,4,174,40,FALSE,17.4,295,58.98305084745763,0,0,1,12,0
L Vincent ,New Zealand,2006,2007,9,9,0,174,42,FALSE,19.333333333333332,174,100,0,0,1,17,3
Y Saranonnakkun ,THA,2022,2024,29,24,2,174,25,FALSE,7.909090909090909,213,81.69014084507043,0,0,3,12,6
JG Bethell ,England,2024,2024,7,6,3,173,62,TRUE,57.666666666666664,103,167.96116504854368,0,2,0,14,10
Maidul Islam ,EST,2021,2022,12,12,0,173,49,FALSE,14.416666666666666,179,96.64804469273743,0,0,2,16,5
Muhammed Manga ,GMB,2022,2024,11,11,1,173,59,TRUE,17.3,216,80.0925925925926,0,1,1,10,4
Shaheen Shah Afridi ,Pakistan,2018,2024,73,23,9,173,23,TRUE,12.357142857142858,137,126.27737226277371,0,0,4,9,13
F Suluoto ,Samoa,2022,2024,12,11,3,173,44,TRUE,21.625,143,120.97902097902097,0,0,1,9,12
CD Wallace ,Scotland,2012,2021,21,16,6,173,27,FALSE,17.3,161,107.45341614906832,0,0,1,15,3
JD Allan ,VAN,2022,2024,16,15,0,172,36,FALSE,11.466666666666667,194,88.65979381443299,0,0,0,15,2
OGL Bascome ,BER,2019,2021,17,17,2,172,22,FALSE,11.466666666666667,178,96.62921348314607,0,0,0,16,6
Milind Kumar ,United States of America,2024,2024,12,11,4,172,43,TRUE,24.571428571428573,179,96.08938547486034,0,0,0,12,0
IK Pathan ,India,2006,2012,24,14,7,172,33,TRUE,24.571428571428573,144,119.44444444444444,0,0,0,9,7
GD Elliott ,New Zealand/World XI,2009,2017,17,15,4,171,27,FALSE,15.545454545454545,157,108.9171974522293,0,0,0,12,2
S Godara ,CAM,2023,2024,16,12,6,171,36,TRUE,28.5,115,148.69565217391306,0,0,3,8,15
N Nuntarach ,THA,2022,2024,28,23,2,171,24,FALSE,8.142857142857142,248,68.95161290322581,0,0,6,11,1
YSD Seneveratne ,CAY,2019,2023,10,10,0,171,74,FALSE,17.1,188,90.95744680851064,0,1,1,17,7
Yves Cyusa ,RWN,2024,2024,15,11,1,171,61,FALSE,17.1,144,118.75,0,1,0,16,7
MNR Cooray ,MDV,2019,2020,7,6,1,170,56,TRUE,34,148,114.86486486486487,0,1,0,21,3
Zain Ahmad ,Fran,2022,2024,17,15,0,170,52,FALSE,11.333333333333334,158,107.59493670886076,0,1,4,21,3
R Abdulkareem ,NGA,2021,2024,33,18,5,169,39,FALSE,13,208,81.25,0,0,2,11,6
M Vijay ,India,2010,2015,9,9,0,169,48,FALSE,18.77777777777778,154,109.74025974025975,0,0,1,13,8
H Niaz ,Fran,2024,2024,10,10,0,168,53,FALSE,16.8,117,143.5897435897436,0,1,1,17,8
T van der Gugten ,NED,2012,2024,49,15,5,168,40,TRUE,16.8,124,135.48387096774192,0,0,2,8,9
Omid Mailk Khel ,Belg,2022,2024,12,11,3,167,30,FALSE,20.875,162,103.08641975308642,0,0,0,11,5
O Bascome ,BER,2019,2021,17,15,1,166,37,FALSE,11.857142857142858,166,100,0,0,2,12,9
M Jansen ,South Africa,2022,2024,17,12,3,166,54,FALSE,18.444444444444443,111,149.54954954954957,0,1,1,13,11
HJ Jordaan ,THA,2019,2020,8,8,1,166,37,TRUE,23.714285714285715,210,79.04761904761905,0,0,0,10,4
A Mutreja ,SGP,2022,2024,13,11,0,166,77,FALSE,15.090909090909092,138,120.28985507246377,0,1,3,10,8
OE Olaleye ,NGA,2021,2024,11,11,2,166,46,TRUE,18.444444444444443,166,100,0,0,1,13,4
AL Phehlukwayo ,South Africa,2017,2024,42,25,7,166,27,TRUE,9.222222222222221,153,108.49673202614379,0,0,7,16,5
A Pusthay ,FIN,2019,2022,12,12,0,166,56,FALSE,13.833333333333334,176,94.31818181818183,0,1,1,13,1
JOP Scamans ,FIN,2019,2024,18,17,3,166,28,FALSE,11.857142857142858,165,100.60606060606061,0,0,4,11,1
ME Trescothick ,England,2005,2006,3,3,0,166,72,FALSE,55.333333333333336,131,126.71755725190839,0,2,0,23,1
Aayan Afzal Khan ,United Arab Emirates,2022,2024,36,17,4,165,42,FALSE,12.692307692307692,181,91.16022099447514,0,0,1,12,2
Irfan Hafejee ,PAN,2021,2023,10,10,1,165,41,FALSE,18.333333333333332,240,68.75,0,0,1,16,1
Umar Gul ,Pakistan,2007,2016,60,27,9,165,32,FALSE,9.166666666666666,156,105.76923076923077,0,0,6,11,10
Fitri Sham ,MAS,2019,2024,45,23,7,164,40,TRUE,10.25,166,98.79518072289156,0,0,2,4,12
D Jakiel ,MWest Indies/Zimbabwe,2019,2024,35,20,10,164,38,TRUE,16.4,165,99.39393939393939,0,0,0,12,1
Sheikh Rasik ,HUN,2023,2024,6,6,1,164,53,FALSE,32.8,122,134.4262295081967,0,2,0,11,9
G Singh ,United States of America,2021,2024,13,9,2,164,65,FALSE,23.428571428571427,131,125.1908396946565,0,2,2,8,11
Waqas Khan ,Hong Kong,2014,2020,16,14,4,164,60,FALSE,16.4,189,86.77248677248677,0,1,1,6,5
Adnan Mirza ,QAT,2023,2024,14,12,0,163,30,FALSE,13.583333333333334,134,121.64179104477613,0,0,0,26,2
TN de Grooth ,NED,2008,2013,15,13,5,163,49,FALSE,20.375,155,105.16129032258064,0,0,0,16,1
Kulwinderjeet Singh ,PHI,2023,2024,8,8,1,163,46,FALSE,23.285714285714285,110,148.1818181818182,0,0,1,18,9
Muhammad Siddiqui ,SVN,2022,2024,9,9,0,163,48,FALSE,18.11111111111111,137,118.97810218978103,0,0,1,15,8
Zawar Farid ,United Arab Emirates,2019,2023,18,16,3,163,55,FALSE,12.538461538461538,127,128.3464566929134,0,1,2,12,8
Abdul Wahid ,KSA,2019,2024,15,12,4,162,72,TRUE,20.25,120,135,0,1,0,13,9
Abdul Hashmi ,DEN,2019,2024,23,16,4,162,31,FALSE,13.5,168,96.42857142857143,0,0,4,12,2
Muhammad Amin ,SWA/SWZ,2021,2024,10,10,0,162,80,FALSE,16.2,139,116.54676258992806,0,2,1,21,5
H Davids ,South Africa,2012,2013,9,9,0,161,68,FALSE,17.88888888888889,134,120.1492537313433,0,2,2,18,4
Shahbaz Badar ,BHR,2019,2024,16,16,1,161,44,FALSE,10.733333333333333,178,90.4494382022472,0,0,4,15,1
Waqas Ahmad ,MLT,2023,2023,15,12,4,161,53,TRUE,20.125,100,161,0,1,3,10,12
Washington Sundar ,India,2017,2024,52,20,8,161,50,FALSE,13.416666666666666,125,128.8,0,1,4,13,8
DE Roache ,Samoa,2022,2024,9,7,1,160,55,FALSE,26.666666666666668,132,121.21212121212122,0,1,0,17,8
Samir Patel ,LES,2021,2022,13,12,2,160,35,TRUE,16,158,101.26582278481013,0,0,2,13,5
JK Theodore ,GHA,2021,2024,38,27,4,160,22,TRUE,6.956521739130435,176,90.9090909090909,0,0,5,8,5
Ainool Hafizs ,MAS,2019,2024,46,25,5,159,21,FALSE,7.95,174,91.37931034482759,0,0,0,9,3
JP Faulkner ,Australia,2012,2017,24,18,7,159,41,TRUE,14.454545454545455,138,115.21739130434783,0,0,0,7,5
Junaid Siddique ,BAN,2007,2012,7,7,0,159,71,FALSE,22.714285714285715,108,147.22222222222223,0,1,1,16,7
RR Watson ,Scotland,2007,2010,10,9,0,159,54,FALSE,17.666666666666668,141,112.7659574468085,0,1,1,22,1
RGA Amah ,CAM,2021,2023,17,16,0,158,20,FALSE,9.875,219,72.14611872146118,0,0,1,13,1
PJ Cummins ,Australia,2011,2024,57,27,12,158,28,FALSE,10.533333333333333,133,118.796992481203,0,0,4,11,7
R Nath ,TKY,2022,2024,12,11,1,158,38,FALSE,15.8,177,89.26553672316385,0,0,0,12,6
AA Navicha ,MOZ,2021,2024,28,19,8,158,31,TRUE,14.363636363636363,202,78.21782178217822,0,0,3,8,4
F Nsubuga ,UGA,2019,2024,56,22,5,158,31,TRUE,9.294117647058824,160,98.75,0,0,5,6,9
JL Ontong ,South Africa,2008,2015,14,10,0,158,48,FALSE,15.8,109,144.95412844036696,0,0,1,6,11
Rizwan Mahmood ,DEN,2019,2023,13,11,2,158,45,FALSE,17.555555555555557,131,120.61068702290076,0,0,1,10,6
W Wotu ,VAN,2022,2024,18,16,3,158,25,TRUE,12.153846153846153,146,108.21917808219179,0,0,4,6,12
Mudassar Bukhari ,NED,2008,2016,38,26,8,157,28,TRUE,8.722222222222221,152,103.28947368421053,0,0,1,10,4
JSE Dunford ,JER,2019,2024,36,19,11,157,45,TRUE,19.625,162,96.91358024691358,0,0,4,16,0
DT Tiripano ,Zimbabwe,2016,2022,23,16,4,157,28,FALSE,13.083333333333334,158,99.36708860759494,0,0,3,9,6
R Trumpelmann ,Namibia,2021,2024,32,16,7,157,26,FALSE,17.444444444444443,130,120.76923076923076,0,0,0,12,8
K Rabada ,South Africa,2014,2024,65,24,15,156,22,FALSE,17.333333333333332,141,110.63829787234043,0,0,4,14,5
KJ Young ,Blz,2019,2021,9,9,2,156,44,FALSE,22.285714285714285,151,103.31125827814569,0,0,1,15,4
Amandeep Singh ,PORT,2021,2024,17,15,4,155,25,TRUE,14.090909090909092,121,128.099173553719,0,0,2,14,5
S Burdekin ,CYP,2024,2024,10,10,1,155,59,FALSE,17.22222222222222,153,101.30718954248366,0,1,0,13,6
S Desungnoen ,THA,2020,2024,22,21,4,155,27,FALSE,9.117647058823529,224,69.19642857142857,0,0,4,12,3
AR McBrine ,Ireland,2014,2022,32,18,6,155,36,FALSE,12.916666666666666,132,117.42424242424244,0,0,1,11,5
SP Narine ,West Indies,2012,2019,51,23,8,155,30,FALSE,10.333333333333334,138,112.31884057971016,0,0,2,13,5
CA Soper ,Papau New Guinea,2015,2024,31,20,9,155,19,FALSE,14.090909090909092,194,79.89690721649485,0,0,0,6,5
Ansar Iqbal ,NOR,2019,2022,9,8,1,154,40,FALSE,22,134,114.92537313432835,0,0,0,17,4
M Gunasekara ,CYP,2024,2024,11,10,1,154,41,FALSE,17.11111111111111,128,120.3125,0,0,2,10,8
Hadisullah Tarakhel ,Belg,2021,2021,5,5,1,154,78,FALSE,38.5,84,183.33333333333331,0,1,0,16,11
Khaibar Deldar ,HUN,2021,2022,15,14,0,154,40,FALSE,11,136,113.23529411764706,0,0,2,14,7
Wahab Riaz ,Pakistan,2008,2020,36,18,6,154,30,TRUE,12.833333333333334,123,125.20325203252031,0,0,2,10,7
G Bakiweyem ,GHA,2019,2024,41,26,11,153,41,TRUE,10.2,192,79.6875,0,0,3,3,1
GK Berg ,ITA,2021,2024,19,13,5,153,39,TRUE,19.125,123,124.39024390243902,0,0,2,11,6
A Mundra ,SWE,2024,2024,4,4,1,153,56,TRUE,51,93,164.51612903225808,0,1,0,15,10
NA Rock ,Ireland,2021,2024,23,16,1,153,37,FALSE,10.2,140,109.28571428571428,0,0,1,13,3
Sandeep Goud ,OMA,2019,2024,30,19,6,153,31,TRUE,11.76923076923077,161,95.03105590062113,0,0,1,5,7
Lucky Ali ,DEN,2019,2023,21,15,3,152,26,FALSE,12.666666666666666,192,79.16666666666666,0,0,0,10,0
DR Patankar ,MLT,2023,2024,17,14,1,152,30,TRUE,11.692307692307692,152,100,0,0,0,16,2
M Sohel Patel ,PAN,2019,2023,15,15,0,152,42,FALSE,10.133333333333333,154,98.7012987012987,0,0,3,12,8
GT Taylor ,Bhm,2021,2023,15,15,0,152,32,FALSE,10.133333333333333,223,68.16143497757847,0,0,2,9,7
CK Jasmat ,Samoa,2022,2024,12,10,1,151,42,TRUE,16.77777777777778,145,104.13793103448276,0,0,0,12,4
HD Rutherford ,New Zealand,2013,2019,8,7,0,151,62,FALSE,21.571428571428573,105,143.8095238095238,0,1,1,12,9
V Sukumaran ,United Arab Emirates,2024,2024,10,8,0,151,50,FALSE,18.875,124,121.7741935483871,0,1,2,15,7
Aamir Lal ,SKOR,2022,2024,10,10,2,150,48,FALSE,18.75,133,112.78195488721805,0,0,1,7,9
NM Coulter-Nile ,Australia,2013,2019,28,15,4,150,34,FALSE,13.636363636363637,120,125,0,0,3,10,10
STRA de Silva ,SEY,2022,2024,12,10,3,150,46,TRUE,21.428571428571427,173,86.70520231213872,0,0,1,9,1
AT Nidamanuru ,NED,2022,2024,18,13,0,150,36,FALSE,11.538461538461538,132,113.63636363636364,0,0,4,6,10
JR Philippe ,Australia,2021,2023,12,12,0,150,45,FALSE,12.5,137,109.48905109489051,0,0,1,11,5
HR Walsh ,United States of America/West Indies,2019,2024,39,17,7,150,28,FALSE,15,155,96.7741935483871,0,0,2,9,5
M Dixit ,LUX,2019,2023,28,17,3,149,38,FALSE,10.642857142857142,154,96.75324675324676,0,0,2,10,4
Haroon Mughal ,MLT,2019,2021,15,11,0,149,33,FALSE,13.545454545454545,120,124.16666666666667,0,0,0,12,5
CN Kakuru ,UGA,2022,2024,40,21,5,149,38,FALSE,9.3125,149,100,0,0,4,17,1
N Pathan ,THA,2019,2020,8,8,1,149,54,TRUE,21.285714285714285,128,116.40625,0,1,1,10,7
SM Tupou ,Fiji,2022,2023,9,9,0,149,35,FALSE,16.555555555555557,153,97.38562091503267,0,0,0,12,6
Fayyaz Butt ,OMA,2019,2024,47,21,10,148,25,TRUE,13.454545454545455,145,102.06896551724138,0,0,2,11,4
M Magagula ,SWA/SWZ,2021,2024,25,18,5,148,21,TRUE,11.384615384615385,196,75.51020408163265,0,0,1,11,3
TKP Rajapaksha ,SEY,2022,2024,12,11,0,148,49,FALSE,13.454545454545455,170,87.05882352941177,0,0,1,18,0
Rishad Hossain ,BAN,2023,2024,27,16,2,148,53,FALSE,10.571428571428571,110,134.54545454545453,0,1,3,8,13
Abdul Rahman ,SGP,2022,2023,10,9,2,147,67,FALSE,21,141,104.25531914893618,0,1,1,10,2
J Chialoufas ,CYP,2024,2024,10,10,1,147,37,FALSE,16.333333333333332,143,102.79720279720279,0,0,3,11,4
Taranjit Singh ,CYP,2024,2024,9,8,1,147,55,FALSE,21,69,213.0434782608696,0,1,1,10,13
CR Woakes ,England,2011,2023,33,17,8,147,37,FALSE,16.333333333333332,117,125.64102564102564,0,0,2,9,7
Zeerak Chughtai ,BUL,2023,2024,8,8,2,147,44,FALSE,24.5,160,91.875,0,0,0,12,3
VD Adewoye ,NGA,2019,2024,19,17,3,146,41,TRUE,10.428571428571429,130,112.3076923076923,0,0,3,10,8
Shahid Afridi ,GER,2023,2023,7,7,0,146,53,FALSE,20.857142857142858,86,169.7674418604651,0,1,0,14,10
KM Awala ,GHA,2022,2024,17,15,1,145,23,TRUE,10.357142857142858,174,83.33333333333334,0,0,3,5,3
C Pyle ,GIBR,2024,2024,8,8,1,145,47,FALSE,20.714285714285715,142,102.11267605633803,0,0,0,16,2
