Player,Country,Start,End,Matches,Innings,NotOuts,Runs,HighScore,HighScoreNotOut,Average,BallsFaced,StrikeRate,Hundreds,Fifties,Ducks,Fours,Sixes
Asif Ali ,Pakistan,2018,2024,63,56,13,635,41,TRUE,13.392105263157895,482,123.80010008643828,0,0,5,32,41
Asif Bevinje ,ROM,2020,2024,10,8,0,116,35,FALSE,14.5,102,113.72549019607843,0,0,1,12,4
Asif Iqbal,Pakistan,1973,1979,10,10,0,378,NA,FALSE,23.625,0,37,0,0,0,0,0
Asif Iqbal ,Pakistan,1964,2022,61,102,8,3611,175,TRUE,28.429347826086957,45,80,11,12,9,3,1
Asif Iqbal (1),United Arab Emirates,2015,2015,1,1,0,32,NA,FALSE,Inf,0,Inf,0,0,0,0,0
Asif Khan,United Arab Emirates,2022,2024,35,0,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0
Asif Khan ,United Arab Emirates,2023,2024,32,32,5,798,74,TRUE,29.555555555555557,575,138.7826086956522,0,3,2,55,49
Asif Mahmood,Pakistan,1998,1998,2,0,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0
Asif Masood,Pakistan,1973,1976,7,7,0,234,NA,FALSE,46.8,0,80.4,0,0,0,0,0
Asif Masood ,Pakistan,1969,1977,16,19,10,93,30,TRUE,10.333333333333334,0,NA,0,0,5,0,0
Asif Mujtaba,Pakistan,1986,1996,66,28,0,658,NA,FALSE,94,0,108,0,0,0,0,0
Asif Mujtaba ,Pakistan,1986,1997,25,41,3,928,65,TRUE,24.42105263157895,0,NA,0,8,5,0,0
Asim Ashraf ,GMB,2024,2024,3,3,0,42,19,FALSE,14,76,55.26315789473685,0,0,0,5,0
Asim Butt,Scotland,1999,1999,5,5,0,148,NA,FALSE,37,0,55.5,0,0,0,0,0
Asim Kamal ,Pakistan,2003,2005,12,20,1,717,99,FALSE,37.73684210526316,0,NA,0,8,2,0,0
Asim Saeed,United Arab Emirates,2004,2004,2,2,0,40,NA,FALSE,40,0,54,0,0,0,0,0
Aslam Doria ,PAN,2021,2021,3,1,0,1,1,FALSE,1,6,16.666666666666664,0,0,0,0,0
Aslam Khan ,MAS,2022,2024,9,8,2,65,26,TRUE,10.833333333333334,60,108.33333333333333,0,0,2,2,5
Aslam Mohammad ,GRC,2019,2024,14,12,1,182,61,FALSE,16.545454545454547,165,110.3030303030303,0,2,1,12,12
Asrar Ahmed ,GRC,2019,2021,7,5,2,94,38,FALSE,31.333333333333332,108,87.03703703703704,0,0,0,11,1
Assad Borham ,QAT,2022,2022,7,3,1,11,8,TRUE,5.5,19,57.89473684210527,0,0,0,1,0
Assad Mehmood ,PORT,2023,2023,2,0,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0
Aswad Khan ,BUL,2021,2021,3,1,0,0,0,FALSE,0,0,NA,0,0,1,0,0
Ata-ur-Rehman,Pakistan,1992,1996,30,30,0,1186,NA,FALSE,43.925925925925924,0,55.25925925925926,0,0,0,0,0
Ata-ur-Rehman ,Pakistan,1992,1996,13,15,6,76,19,FALSE,8.444444444444445,0,NA,0,0,3,0,0
Ateeq Iqbal ,Hong Kong,2022,2024,22,7,5,14,5,TRUE,7,13,107.6923076923077,0,0,1,1,0
Athar Ali Khan,BAN,1988,1998,19,15,0,365,NA,FALSE,60.833333333333336,0,70,0,0,0,0,0
Atif Ali Khan ,United Arab Emirates,2016,2016,1,0,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0
Atif Kamal ,LUX,2019,2022,15,10,2,44,12,FALSE,5.5,58,75.86206896551724,0,0,4,2,1
Atif Mehmood ,ESP,2019,2024,30,8,5,44,15,FALSE,14.666666666666666,45,97.77777777777777,0,0,1,2,2
Atif Rasheed ,FIN,2022,2024,16,15,1,255,43,FALSE,18.214285714285715,197,129.44162436548223,0,0,2,13,13
Atif Rauf ,Pakistan,1994,1994,1,2,0,25,16,FALSE,12.5,0,NA,0,0,0,0,0
Atif-Ur-Rehman ,KSA,2022,2024,19,7,5,18,6,TRUE,9,21,85.71428571428571,0,0,1,0,0
Atiq-uz-Zaman,Pakistan,2000,2000,3,0,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0
Atiq-uz-Zaman ,Pakistan,2000,2000,1,2,0,26,25,FALSE,13,0,NA,0,0,0,0,0
Aung Ko Ko ,MYAN,2023,2024,13,8,3,18,10,FALSE,3.6,40,45,0,0,2,1,0
Avesh Khan,India,2022,2023,8,8,0,329,NA,FALSE,36.55555555555556,0,39.55555555555556,0,0,0,0,0
Avesh Khan ,India,2022,2024,25,5,3,27,16,FALSE,13.5,20,135,0,0,0,3,1
Avi Dixit ,SGP,2019,2024,14,13,2,100,23,FALSE,9.090909090909092,112,89.28571428571429,0,0,2,6,1
Aviel Warsulkar ,ISR,2024,2024,2,2,2,2,2,TRUE,Inf,3,66.66666666666666,0,0,0,0,0
Awais Ahmed ,ESP,2019,2023,28,20,3,364,102,TRUE,21.41176470588235,310,117.41935483870967,1,0,3,31,15
Awais Ikram ,SVN,2022,2022,2,2,0,4,2,FALSE,2,6,66.66666666666666,0,0,0,0,0
Awais Malik ,QAT,2019,2020,18,7,0,17,9,FALSE,2.4285714285714284,27,62.96296296296296,0,0,3,1,0
Awais Zia ,Pakistan,2012,2014,5,5,0,70,23,FALSE,14,80,87.5,0,0,0,4,3
Ayaan Khan,OMA,2021,2024,41,35,0,997,NA,FALSE,34.37931034482759,0,43.172413793103445,0,0,0,0,0
Ayaan Khan ,OMA,2021,2024,42,37,5,607,53,TRUE,18.96875,562,108.00711743772243,0,1,1,38,18
Ayush Ummat ,EST,2021,2021,1,1,0,0,0,FALSE,0,5,0,0,0,1,0,0
Ayyaz Qureshi ,SVN,2022,2022,4,4,0,55,30,FALSE,13.75,73,75.34246575342466,0,0,0,5,0
Azam Khalil ,SWE,2022,2022,9,7,0,98,29,FALSE,14,82,119.51219512195121,0,0,0,6,4
Azam Khan,Pakistan,1996,1998,6,0,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0
Azam Khan ,Pakistan,1996,2024,15,14,3,102,30,TRUE,11.4,66,133.33333333333331,0,0,4,6,7
Azeem Hafeez,Pakistan,1983,1985,15,14,0,586,NA,FALSE,39.06666666666667,0,47.93333333333333,0,0,0,0,0
Azeem Hafeez ,Pakistan,1983,1985,18,21,5,134,24,FALSE,8.375,0,NA,0,0,2,0,0
Azeem Nazir ,SUI,2022,2022,4,2,0,36,36,FALSE,18,42,85.71428571428571,0,0,1,5,0
Azhar Ali,Pakistan,2011,2018,53,14,0,260,NA,FALSE,65,0,64.5,0,0,0,0,0
Azhar Ali ,Pakistan,2010,2022,97,180,11,7142,302,TRUE,42.260355029585796,0,NA,19,35,19,0,0
Azhar Andani ,PORT,2021,2024,15,15,1,467,100,FALSE,33.357142857142854,395,118.22784810126583,1,2,0,48,7
Azhar Hossain,BAN,1988,1990,7,7,0,209,NA,FALSE,52.25,0,65.75,0,0,0,0,0
Azhar Khan ,Pakistan,1980,1980,1,1,0,14,14,FALSE,14,0,NA,0,0,0,0,0
Azhar Mahmood,Pakistan,1996,2007,143,139,0,4813,NA,FALSE,39.13008130081301,0,50.7479674796748,0,0,0,0,0
Azhar Mahmood ,Pakistan,1997,2001,21,34,4,900,136,FALSE,30,0,NA,3,1,5,0,0
Azhar Saeed,United Arab Emirates,1994,1996,7,7,0,213,NA,FALSE,35.5,0,45.166666666666664,0,0,0,0,0
Azin Rafeeg ,MDV,2023,2024,3,3,2,26,24,TRUE,26,22,118.18181818181819,0,0,1,3,1
Aziz Mohammad ,Belg,2019,2024,19,19,1,408,72,FALSE,22.666666666666668,290,140.68965517241378,0,3,2,37,27
Aziz Sualley ,GHA,2021,2024,13,7,3,13,4,TRUE,3.25,22,59.09090909090909,0,0,1,1,0
Azmat Ali ,GER,2021,2021,2,1,0,17,17,FALSE,17,20,85,0,0,0,0,1
Azmat Rana,Pakistan,1978,1978,2,0,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0
Azmat Rana ,Pakistan,1980,1980,1,1,0,49,49,FALSE,49,0,NA,0,0,0,0,0
Azmatullah Omarzai,Afghanistan,2021,2024,33,32,0,920,NA,FALSE,38.333333333333336,0,41.333333333333336,0,0,0,0,0
Azmatullah Omarzai ,Afghanistan,2022,2024,44,34,4,399,33,FALSE,13.3,355,112.3943661971831,0,0,4,27,15
Azri Azhar ,MAS,2024,2024,2,0,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0
Azyan Farhath ,MDV,2019,2024,35,35,7,784,66,TRUE,28,926,84.66522678185746,0,5,0,61,12
B Andrews ,New Zealand,1973,1974,2,3,2,22,17,FALSE,22,0,NA,0,0,0,0,0
B Angeltti ,Arg,2019,2024,5,1,0,1,1,FALSE,1,4,25,0,0,0,0,0
B Arora ,MLT,2019,2024,56,51,9,826,66,TRUE,19.666666666666668,911,90.66959385290889,0,3,2,74,20
B Arun,India,1986,1987,4,4,0,103,NA,FALSE,103,0,102,0,0,0,0,0
B Arun ,India,1986,1987,2,2,1,4,2,TRUE,4,0,NA,0,0,0,0,0
B Balala ,MWest Indies,2024,2024,6,3,2,9,6,TRUE,9,18,50,0,0,0,0,0
B Banerjee ,Mex,2019,2019,6,4,2,8,6,TRUE,4,19,42.10526315789473,0,0,2,0,0
B Bhandari,NEP,2019,2022,17,0,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0
B Bhandari ,NEP,2014,2024,40,31,7,405,58,TRUE,16.875,353,114.73087818696884,0,2,1,32,16
B Casson ,Australia,2008,2008,1,1,0,10,10,FALSE,10,0,NA,0,0,0,0,0
B Dooland ,Australia,1947,1948,3,5,1,76,29,FALSE,19,0,NA,0,0,0,0,0
B Dugic ,SRB,2019,2024,11,5,2,14,8,TRUE,4.666666666666667,31,45.16129032258064,0,0,1,0,0
B Evans,Zimbabwe,2022,2023,15,14,0,521,NA,FALSE,40.07692307692308,0,40.30769230769231,0,0,0,0,0
B Evans ,Zimbabwe,2022,2023,9,8,2,48,19,FALSE,6.875,40,102.49999999999999,0,0,1,1,1
B Fernando,Sri Lanka,2021,2021,4,3,0,136,NA,FALSE,68,0,76,0,0,0,0,0
B Fernando ,Sri Lanka,2015,2024,17,4,2,30,20,FALSE,15,30,100,0,0,1,2,1
B Fitchet ,GUE,2023,2024,14,14,0,284,41,FALSE,20.285714285714285,202,140.59405940594058,0,0,0,38,9
B Geeves,Australia,2008,2009,2,2,0,78,NA,FALSE,26,0,30,0,0,0,0,0
B Geeves ,Australia,2009,2009,1,0,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0
B Isaac ,STHEL,2022,2024,8,4,1,57,34,FALSE,19,76,75,0,0,1,3,0
B Ito-Davis ,Japan,2024,2024,10,7,2,132,47,TRUE,26.4,95,138.94736842105263,0,0,0,10,2
B Ivanov ,BUL,2019,2024,11,7,4,60,21,TRUE,20,99,60.60606060606061,0,0,1,4,1
B Jagroo ,Bhm,2021,2022,9,4,3,14,5,TRUE,14,17,82.35294117647058,0,0,1,1,0
B Jaye ,GMB,2024,2024,1,0,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0
B Jerkovic ,CRT,2022,2024,9,7,5,34,11,TRUE,17,73,46.57534246575342,0,0,0,1,0
B Kalki Kumar ,MLT,2021,2021,2,1,1,0,0,TRUE,NA,0,NA,0,0,0,0,0
B Karki ,NEP,2020,2020,1,0,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0
B Kgosiemang ,BOT,2022,2024,7,3,2,10,6,TRUE,10,25,40,0,0,0,0,0
B Khumalo ,BOT,2019,2024,17,5,3,10,4,TRUE,5,15,66.66666666666666,0,0,1,0,0
B Kohler-Cadmore ,GER,2024,2024,4,4,0,87,38,FALSE,21.75,60,145,0,0,0,8,6
B Kumar,India,2012,2022,121,120,0,4951,NA,FALSE,35.11347517730496,0,41.46808510638298,0,0,0,0,0
B Kumar ,India,2012,2022,108,50,17,619,63,TRUE,15.2275,94,71.27659574468085,0,3,6,0,0
B Laughlin,Australia,2009,2009,5,5,0,219,NA,FALSE,54.75,0,56,0,0,0,0,0
B Laughlin ,Australia,2009,2013,3,0,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0
B Lee,Australia,2000,2012,221,217,0,8877,NA,FALSE,23.360526315789475,0,29.43421052631579,0,0,0,0,0
B Lee ,Australia,1999,2012,101,102,24,1552,64,TRUE,18.493055555555557,71,142.25352112676057,0,5,16,9,4
B Leo ,STHEL,2024,2024,1,1,0,0,0,FALSE,0,1,0,0,0,1,0,0
B Mahesh ,CYP,2024,2024,6,4,1,16,8,FALSE,5.333333333333333,10,160,0,0,0,0,2
B Maphosa ,BOT,2022,2023,10,5,3,36,18,FALSE,18,43,83.72093023255815,0,0,0,1,1
B Masaba ,UGA,2019,2024,63,39,13,439,37,TRUE,16.884615384615383,429,102.33100233100234,0,0,3,44,8
B Masauko ,MWest Indies,2022,2023,11,5,2,7,5,TRUE,2.3333333333333335,14,50,0,0,1,0,0
B Mavuta,Zimbabwe,2018,2023,12,10,0,349,NA,FALSE,34.9,0,39.6,0,0,0,0,0
B Mavuta ,Zimbabwe,2018,2024,17,17,6,147,56,FALSE,13.982142857142858,51,127.45098039215685,0,1,3,3,3
B McMullen,Scotland,2022,2024,26,23,0,704,NA,FALSE,19.555555555555557,0,28.305555555555557,0,0,0,0,0
B McMullen ,Scotland,2023,2024,16,15,2,497,96,FALSE,38.23076923076923,334,148.80239520958082,0,6,0,39,26
B Mejaro ,LES,2024,2024,3,3,0,2,2,FALSE,0.6666666666666666,13,15.384615384615385,0,0,2,0,0
B Mitchell ,South Africa,1929,1949,42,80,9,3471,189,TRUE,48.88732394366197,0,NA,8,21,3,0,0
B Mngoma ,SWZ,2024,2024,3,3,2,5,3,TRUE,5,16,31.25,0,0,0,0,0
B Muzarabani,Zimbabwe,2018,2024,48,47,0,1962,NA,FALSE,32.7,0,38.53333333333333,0,0,0,0,0
B Muzarabani ,Zimbabwe,2017,2024,68,36,17,148,30,TRUE,7.988888888888889,60,70,0,0,6,5,1
B Namsrai ,MNG,2023,2024,13,12,1,15,5,FALSE,1.3636363636363635,75,20,0,0,6,2,0
B Niaz ,Belg,2021,2024,26,22,3,452,72,TRUE,23.789473684210527,368,122.82608695652173,0,2,4,28,28
B Pita ,Samoa,2023,2023,1,1,0,17,17,FALSE,17,9,188.88888888888889,0,0,0,2,0
B Pondani ,MWest Indies,2021,2024,32,4,3,2,2,TRUE,2,10,20,0,0,1,0,0
B Reddy,India,1978,1981,3,0,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0
B Reddy ,India,1979,1979,4,5,1,38,21,FALSE,9.5,0,NA,0,0,2,0,0
B Regmi,NEP,2018,2019,4,4,0,117,NA,FALSE,29.25,0,43.5,0,0,0,0,0
B Regmi ,NEP,2014,2019,18,11,4,24,11,FALSE,3.4285714285714284,56,42.857142857142854,0,0,1,2,0
B Sai Sudharsan,India,2023,2023,3,1,0,8,NA,FALSE,Inf,0,Inf,0,0,0,0,0
B Sai Sudharsan ,India,2024,2024,1,0,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0
B Schuster ,Samoa,2022,2022,2,0,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0
B Sharki,NEP,2022,2024,28,1,0,8,NA,FALSE,Inf,0,Inf,0,0,0,0,0
B Shikongo,Namibia,2020,2024,20,20,0,784,NA,FALSE,31.36,0,31.68,0,0,0,0,0
B Shikongo ,Namibia,2019,2024,33,3,1,1,1,TRUE,0.5,6,16.666666666666664,0,0,2,0,0
B Siddharth,OMA,2024,2024,1,1,0,23,NA,FALSE,11.5,0,27,0,0,0,0,0
B Siddharth ,OMA,2024,2024,2,2,0,0,0,FALSE,0,7,0,0,0,2,0,0
B Stanlake,Australia,2017,2019,7,7,0,324,NA,FALSE,46.285714285714285,0,50.57142857142857,0,0,0,0,0
B Stanlake ,Australia,2017,2019,19,2,1,9,7,FALSE,9,12,75,0,0,0,0,1
B Sutcliffe ,New Zealand,1947,1965,42,76,8,2727,230,TRUE,40.10294117647059,0,NA,5,15,5,0,0
B Terbish ,MNG,2023,2024,4,4,1,1,1,TRUE,0.3333333333333333,16,6.25,0,0,3,0,0
B Tuyizere ,RWN,2021,2023,13,11,2,119,40,FALSE,13.222222222222221,141,84.39716312056737,0,0,1,9,1
B Vakatini ,COK,2022,2022,5,3,1,5,5,FALSE,2.5,8,62.5,0,0,1,0,0
B Ward,JER,2023,2023,5,5,0,221,NA,FALSE,36.833333333333336,0,40.166666666666664,0,0,0,0,0
B Ward ,JER,2019,2024,40,32,9,573,58,TRUE,24.91304347826087,437,131.1212814645309,0,1,1,33,31
B Warnapura,Sri Lanka,1975,1982,12,9,0,316,NA,FALSE,39.5,0,51.75,0,0,0,0,0
B Warnapura ,Sri Lanka,1982,1982,4,8,0,96,38,FALSE,12,0,NA,0,0,1,0,0
B Wentzel ,GUE,2022,2022,1,1,0,1,1,FALSE,1,2,50,0,0,0,0,0
B White,Ireland,2023,2023,2,2,0,118,NA,FALSE,118,0,108,0,0,0,0,0
B White ,Ireland,2021,2024,36,15,12,23,7,TRUE,11.25,45,48.888888888888886,0,0,1,1,0
B Wood,England,1972,1982,13,10,0,224,NA,FALSE,24.88888888888889,0,46.666666666666664,0,0,0,0,0
B Wood ,England,1972,1978,12,21,0,454,90,FALSE,21.61904761904762,0,NA,0,2,1,0,0
B Yadav ,NEP,2022,2024,19,11,2,91,39,FALSE,10.11111111111111,81,112.34567901234568,0,0,0,2,8
B Yardley,Australia,1978,1983,7,5,0,130,NA,FALSE,18.571428571428573,0,28.285714285714285,0,0,0,0,0
B Yardley ,Australia,1978,1983,33,54,4,978,74,FALSE,19.56,0,NA,0,4,8,0,0
B Yograj Singh,India,1980,1981,6,5,0,186,NA,FALSE,46.5,0,61,0,0,0,0,0
B Yograj Singh ,India,1981,1981,1,2,0,10,6,FALSE,5,0,NA,0,0,0,0,0
B Zuiderent,NED,1996,2011,57,0,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0
B Zuiderent ,NED,2009,2010,6,6,1,108,43,TRUE,21.6,124,87.09677419354838,0,0,0,8,1
BA Barnett ,Australia,1938,1938,4,8,1,195,57,FALSE,27.857142857142858,0,NA,0,1,0,0,0
BA Bolton ,New Zealand,1959,1959,2,3,0,59,33,FALSE,19.666666666666668,0,NA,0,0,1,0,0
BA Carse,England,2021,2024,19,18,0,826,NA,FALSE,35.91304347826087,0,34.869565217391305,0,0,0,0,0
BA Carse ,England,2023,2024,6,5,2,40,27,TRUE,10,2,0,0,0,1,0,0
BA Davis ,West Indies,1965,1965,4,8,0,245,68,FALSE,30.625,0,NA,0,3,0,0,0
BA Edgar,New Zealand,1978,1986,64,1,0,5,NA,FALSE,Inf,0,Inf,0,0,0,0,0
BA Edgar ,New Zealand,1978,1986,39,68,4,1958,161,FALSE,30.59375,0,NA,3,12,7,0,0
BA King,West Indies,2019,2024,43,0,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0
BA King ,West Indies,2019,2024,60,58,5,1490,85,TRUE,28.11320754716981,1106,134.71971066907776,0,11,4,164,62
BA Murphy,Zimbabwe,2000,2003,31,29,0,1130,NA,FALSE,38.96551724137931,0,49.03448275862069,0,0,0,0,0
BA Murphy ,Zimbabwe,2000,2001,11,15,3,123,30,FALSE,10.25,0,NA,0,0,3,0,0
BA Pai ,GIBR,2019,2024,39,37,7,1054,107,TRUE,35.13333333333333,915,115.19125683060109,1,6,2,95,17
BA Parchment,West Indies,2007,2008,7,0,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0
BA Parchment ,West Indies,2007,2008,3,5,0,65,20,FALSE,11.875,6,166.66666666666669,0,0,0,1,1
BA Pocock ,New Zealand,1993,1997,15,29,0,665,85,FALSE,22.93103448275862,0,NA,0,6,4,0,0
BA Reid,Australia,1986,1992,61,61,0,2203,NA,FALSE,34.96825396825397,0,51.58730158730159,0,0,0,0,0
BA Reid ,Australia,1985,1992,27,34,14,93,13,FALSE,4.65,0,NA,0,0,6,0,0
BA Richards ,South Africa,1970,1970,4,7,0,508,140,FALSE,72.57142857142857,0,NA,2,2,0,0,0
BA Sambo ,MOZ,2019,2023,5,3,3,17,9,TRUE,Inf,20,85,0,0,0,2,0
BA Simango ,MOZ,2019,2022,4,3,0,0,0,FALSE,0,6,0,0,0,3,0,0
BA Stokes,England,2011,2023,114,88,0,3137,NA,FALSE,42.391891891891895,0,42.027027027027025,0,0,0,0,0
BA Stokes ,England,2011,2024,150,230,17,7146,258,TRUE,28.47043010752688,457,128.00875273522976,13,35,16,42,22
BA Viraliliu ,VAN,2023,2024,3,2,0,49,39,FALSE,24.5,40,122.50000000000001,0,0,0,4,0
BA Westdijk,NED,2011,2011,4,4,0,195,NA,FALSE,195,0,156,0,0,0,0,0
BA Williams,Australia,2002,2004,25,24,0,814,NA,FALSE,23.257142857142856,0,34.371428571428574,0,0,0,0,0
BA Williams ,Australia,2003,2004,4,6,3,23,10,TRUE,7.666666666666667,0,NA,0,0,1,0,0
BA Young,New Zealand,1990,1999,74,0,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0
BA Young ,New Zealand,1993,1999,35,68,4,2034,267,TRUE,31.78125,0,NA,2,12,5,0,0
BAA Zammitt ,GIBR,2023,2023,3,3,0,10,9,FALSE,3.3333333333333335,25,40,0,0,1,0,0
BAD Manenti ,ITA,2023,2023,5,5,0,52,22,FALSE,10.4,43,120.93023255813952,0,0,1,7,2
BAF Grieve ,England,1889,1889,2,3,2,40,14,TRUE,40,0,NA,0,0,0,0,0
BAG Murray ,New Zealand,1968,1971,13,26,1,598,90,FALSE,23.92,0,NA,0,5,1,0,0
BAW Mendis,Sri Lanka,2008,2015,87,84,0,3324,NA,FALSE,21.86842105263158,0,27.32894736842105,0,0,0,0,0
BAW Mendis ,Sri Lanka,2008,2014,58,27,11,221,78,TRUE,9.525641025641026,17,47.05882352941176,0,1,2,1,0
BB Chari,Zimbabwe,2015,2020,14,0,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0
BB Chari ,Zimbabwe,2014,2019,10,17,0,275,80,FALSE,12.571428571428571,31,67.74193548387096,0,2,3,4,0
BB Cooper ,Australia,1877,1877,1,2,0,18,15,FALSE,9,0,NA,0,0,0,0,0
BB McCullum,New Zealand,2002,2016,260,0,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0
BB McCullum ,New Zealand,2004,2016,172,246,19,8593,302,FALSE,37.153692614770456,1571,136.21896880967537,14,44,17,199,91
BB Seebaran,Canada,2003,2003,4,3,0,130,NA,FALSE,130,0,108,0,0,0,0,0
BB Sran,India,2016,2016,6,6,0,269,NA,FALSE,38.42857142857143,0,43.142857142857146,0,0,0,0,0
BB Sran ,India,2016,2016,2,0,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0
BBJL Perera ,ITA,2019,2022,18,16,3,367,67,FALSE,28.23076923076923,328,111.89024390243902,0,1,0,36,11
BBM Gaskin ,West Indies,1948,1948,2,3,0,17,10,FALSE,5.666666666666667,0,NA,0,0,1,0,0
BC Booth ,Australia,1961,1966,29,48,6,1773,169,FALSE,42.214285714285715,0,NA,5,10,5,0,0
BC Broad,England,1987,1988,34,1,0,6,NA,FALSE,Inf,0,Inf,0,0,0,0,0
BC Broad ,England,1984,1989,25,44,2,1661,162,FALSE,39.54761904761905,0,NA,6,6,3,0,0
BC Fortuin,South Africa,2020,2024,11,10,0,388,NA,FALSE,29.846153846153847,0,37.07692307692308,0,0,0,0,0
BC Fortuin ,South Africa,2019,2024,25,16,7,76,17,TRUE,8.444444444444445,72,105.55555555555556,0,0,3,11,0
BC Francis ,Australia,1972,1972,3,5,0,52,27,FALSE,10.4,0,NA,0,0,1,0,0
BC Hollioake,England,1997,2002,20,17,0,532,NA,FALSE,66.5,0,80.25,0,0,0,0,0
BC Hollioake ,England,1997,1998,2,4,0,44,28,FALSE,11,0,NA,0,0,1,0,0
BC Lara ,ICC/West Indies,1990,2006,131,232,6,11953,400,TRUE,52.889380530973455,0,NA,34,48,17,0,0
BC Lara (ICC/WI),NA,1990,2007,299,5,0,61,NA,FALSE,15.25,0,12.25,0,0,0,0,0
BC Rose,England,1977,1977,2,0,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0
BC Rose ,England,1977,1981,9,16,2,358,70,FALSE,25.571428571428573,0,NA,0,2,0,0,0
BC Sahin ,TKY,2023,2023,3,2,0,6,5,FALSE,3,19,31.57894736842105,0,0,0,1,0
BC Strang,Zimbabwe,1995,2001,49,48,0,1718,NA,FALSE,37.34782608695652,0,54.21739130434783,0,0,0,0,0
BC Strang ,Zimbabwe,1995,2001,26,45,9,465,53,FALSE,12.916666666666666,0,NA,0,1,8,0,0
BCJ Cutting,Australia,2013,2014,4,4,0,158,NA,FALSE,31.6,0,43.2,0,0,0,0,0
BCJ Cutting ,Australia/World XI,2013,2017,7,5,1,40,29,FALSE,10,27,148.14814814814815,0,0,1,2,3
BD Glover,NED,2019,2023,9,9,0,444,NA,FALSE,49.333333333333336,0,48.666666666666664,0,0,0,0,0
BD Glover ,NED,2019,2024,25,7,4,6,4,TRUE,2,12,50,0,0,3,1,0
BD Julien,West Indies,1973,1977,12,12,0,463,NA,FALSE,25.72222222222222,0,43.22222222222222,0,0,0,0,0
BD Julien ,West Indies,1973,1977,24,34,6,866,121,FALSE,30.928571428571427,0,NA,2,3,0,0,0
BD Milburn ,New Zealand,1969,1969,3,3,2,8,4,TRUE,8,0,NA,0,0,1,0,0
BD Morrison ,New Zealand,1963,1963,1,2,0,10,10,FALSE,5,0,NA,0,0,1,0,0
BDH Stevens,JER,2023,2023,1,1,0,28,NA,FALSE,Inf,0,Inf,0,0,0,0,0
BDH Stevens ,JER,2019,2022,20,20,1,327,44,FALSE,17.210526315789473,335,97.61194029850746,0,0,1,30,6
BE Congdon,New Zealand,1973,1978,11,10,0,287,NA,FALSE,41,0,62.42857142857143,0,0,0,0,0
BE Congdon ,New Zealand,1965,1978,61,114,7,3448,176,FALSE,32.22429906542056,0,NA,7,19,9,0,0
BE Hendricks,South Africa,2019,2023,10,8,0,346,NA,FALSE,34.6,0,38.6,0,0,0,0,0
BE Hendricks ,South Africa,2014,2021,20,7,3,27,12,TRUE,7.5,23,78.26086956521739,0,0,1,0,1
BE Johnson ,GUE,2022,2022,1,0,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0
BE McGain ,Australia,2009,2009,1,2,0,2,2,FALSE,1,0,NA,0,0,1,0,0
BE Young,Australia,1998,1999,6,5,0,251,NA,FALSE,251,0,234,0,0,0,0,0
BF Butcher ,West Indies,1958,1969,44,78,6,3104,209,TRUE,43.111111111111114,0,NA,7,16,3,0,0
BF Hastings,New Zealand,1973,1975,11,0,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0
BF Hastings ,New Zealand,1969,1976,31,56,6,1510,117,TRUE,30.2,0,NA,4,7,6,0,0
BF Mailata ,Samoa,2019,2019,4,4,0,38,17,FALSE,9.5,48,79.16666666666666,0,0,0,2,1
BFW de Leede,NED,2018,2024,47,39,0,1412,NA,FALSE,32.09090909090909,0,32.04545454545455,0,0,0,0,0
BFW de Leede ,NED,2018,2024,41,38,10,722,91,TRUE,25.785714285714285,707,102.12164073550211,0,4,4,52,18
BG Hadlee,New Zealand,1975,1975,2,0,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0
BG Lister,New Zealand,2023,2023,3,3,0,158,NA,FALSE,39.5,0,39,0,0,0,0,0
BG Lister ,New Zealand,2023,2024,12,3,1,1,1,FALSE,0.5,6,16.666666666666664,0,0,1,0,0
BG Rogers,Zimbabwe,2002,2005,15,9,0,321,NA,FALSE,53.5,0,54,0,0,0,0,0
BG Rogers ,Zimbabwe,2005,2005,4,8,0,90,29,FALSE,11.25,0,NA,0,0,2,0,0
