Player,Country,Start,End,Matches,Innings,NotOuts,Runs,HighScore,HighScoreNotOut,Average,BallsFaced,StrikeRate,Hundreds,Fifties,Ducks,Fours,Sixes
IJ Jones ,England,1964,1968,15,17,9,38,16,FALSE,4.75,0,NA,0,0,2,0,0
IJ Siedle ,South Africa,1928,1936,18,34,0,977,141,FALSE,28.735294117647058,0,NA,1,5,3,0,0
IJ Ward ,England,2001,2001,5,9,1,129,39,FALSE,16.125,0,NA,0,0,1,0,0
IJL Trott,England,2009,2013,68,10,0,166,NA,FALSE,83,0,91.5,0,0,0,0,0
IJL Trott ,England,2007,2015,59,100,7,3973,226,FALSE,33.54022988505747,144,95.83333333333334,9,20,8,9,3
IK Darmawan ,INA,2022,2023,3,3,0,25,16,FALSE,8.333333333333334,34,73.52941176470588,0,0,1,3,0
IK Gamantika ,INA,2022,2024,44,38,7,554,78,TRUE,17.870967741935484,581,95.35283993115318,0,1,1,37,17
IK Pathan,India,2004,2012,120,118,0,5142,NA,FALSE,29.722543352601157,0,33.84393063583815,0,0,0,0,0
IK Pathan ,India,2003,2012,53,54,12,1277,102,TRUE,28.071428571428573,144,119.44444444444444,1,6,5,9,7
IKA Pastika ,INA,2023,2023,3,2,2,23,14,TRUE,Inf,17,135.29411764705884,0,0,0,1,0
IKEG Artawan ,INA,2022,2024,48,33,12,221,41,FALSE,10.523809523809524,251,88.04780876494024,0,0,4,19,7
IKO Aboagye ,GHA,2019,2019,4,4,0,16,7,FALSE,4,37,43.24324324324324,0,0,1,0,0
IL Mendonca ,West Indies,1962,1962,2,2,0,81,78,FALSE,40.5,0,NA,0,1,0,0,0
IL Philip,Scotland,1999,1999,3,0,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0
IM Barrow ,West Indies,1930,1939,11,19,2,276,105,FALSE,16.235294117647058,0,NA,1,0,3,0,0
IM Chappell,Australia,1971,1980,16,2,0,23,NA,FALSE,11.5,0,21,0,0,0,0,0
IM Chappell ,Australia,1964,1980,75,136,10,5345,196,FALSE,42.42063492063492,0,NA,14,26,11,0,0
IM Farrell ,GIBR,2022,2022,1,1,0,0,0,FALSE,0,2,0,0,0,1,0,0
IM Sinclair ,New Zealand,1956,1956,2,4,1,25,18,TRUE,8.333333333333334,0,NA,0,0,2,0,0
IM Stanger,Scotland,1999,2006,5,2,0,56,NA,FALSE,Inf,0,Inf,0,0,0,0,0
IO Okpe ,NGA,2019,2024,49,39,4,480,53,FALSE,13.714285714285714,473,101.4799154334038,0,1,2,17,16
IP Butchart,Zimbabwe,1983,1995,20,16,0,640,NA,FALSE,53.333333333333336,0,58.5,0,0,0,0,0
IP Butchart ,Zimbabwe,1995,1995,1,2,0,23,15,FALSE,11.5,0,NA,0,0,0,0,0
IP Swaney ,SGP,2022,2024,5,4,0,11,7,FALSE,2.75,21,52.38095238095239,0,0,1,1,0
IPP Batuwitarachchi,United Arab Emirates,2008,2008,2,0,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0
IR Bell,England,2004,2015,161,6,0,88,NA,FALSE,14.666666666666666,0,14.666666666666666,0,0,0,0,0
IR Bell ,England,2004,2015,126,213,25,7915,235,TRUE,34.77387529597475,163,115.33742331288343,22,47,14,23,2
IR Bishop,West Indies,1988,1997,84,83,0,3127,NA,FALSE,26.5,0,36.71186440677966,0,0,0,0,0
IR Bishop ,West Indies,1989,1998,43,63,11,632,48,FALSE,12.153846153846153,0,NA,0,0,10,0,0
IR Redpath,Australia,1971,1975,5,0,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0
IR Redpath ,Australia,1964,1976,66,120,11,4737,171,FALSE,43.45871559633027,0,NA,8,31,9,0,0
IR Siddiqui ,India,2001,2001,1,2,1,29,24,FALSE,29,0,NA,0,0,0,0,0
IS Billcliff,Canada,2003,2009,19,0,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0
IS Billcliff ,Canada,2010,2010,2,2,0,51,37,FALSE,25.5,39,130.76923076923077,0,0,0,3,2
IS Gallage,Sri Lanka,1999,2001,3,3,0,115,NA,FALSE,38.333333333333336,0,48,0,0,0,0,0
IS Gallage ,Sri Lanka,1999,1999,1,1,0,3,3,FALSE,3,0,NA,0,0,0,0,0
IS Madray ,West Indies,1958,1958,2,3,0,3,2,FALSE,1,0,NA,0,0,1,0,0
IS Munir ,UGA,2022,2022,1,1,1,0,0,TRUE,NA,0,NA,0,0,0,0,0
IS Sodhi,New Zealand,2015,2024,54,50,0,2350,NA,FALSE,36.71875,0,39.953125,0,0,0,0,0
IS Sodhi ,New Zealand,2013,2024,140,69,16,749,65,FALSE,14.004273504273504,184,102.17391304347827,0,4,11,11,9
IS Sohi,Canada,2024,2024,2,2,0,78,NA,FALSE,19.5,0,22.5,0,0,0,0,0
IT Botham,England,1976,1992,116,115,0,4139,NA,FALSE,28.544827586206896,0,43.248275862068965,0,0,0,0,0
IT Botham ,England,1977,1992,102,161,6,5200,208,FALSE,33.54838709677419,0,NA,14,22,14,0,0
IT Iqbal,Kenya,1996,1996,3,0,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0
IT Shillingford,West Indies,1978,1978,2,0,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0
IT Shillingford ,West Indies,1977,1978,4,7,0,218,120,FALSE,31.142857142857142,0,NA,1,0,0,0,0
IVA Richards,West Indies,1975,1991,187,131,0,4228,NA,FALSE,35.83050847457627,0,47.83050847457627,0,0,0,0,0
IVA Richards ,West Indies,1974,1991,121,182,12,8540,291,FALSE,50.23529411764706,0,NA,24,45,10,0,0
IW Budiarta ,INA,2022,2024,5,3,1,4,4,TRUE,2,5,80,0,0,2,1,0
IW Callen,Australia,1978,1982,5,4,0,148,NA,FALSE,29.6,0,36,0,0,0,0,0
IW Callen ,Australia,1978,1978,1,2,2,26,22,TRUE,Inf,0,NA,0,0,0,0,0
IWG Johnson ,Australia,1946,1956,45,66,12,1000,77,FALSE,18.51851851851852,0,NA,0,6,10,0,0
Ibrahim Hassan ,MDV,2019,2024,48,36,9,217,20,TRUE,8.037037037037036,286,75.87412587412588,0,0,4,9,5
Ibrahim Jabarkhel ,Fran,2021,2023,12,6,4,24,12,TRUE,12,28,85.71428571428571,0,0,1,0,1
Ibrahim Khan ,KSA,2019,2019,1,0,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0
Ibrahim Kursad Dalyan ,TKY,2024,2024,3,3,1,9,6,FALSE,4.5,14,64.28571428571429,0,0,0,1,0
Ibrahim Nashath ,MDV,2019,2024,22,17,5,90,20,TRUE,7.5,160,56.25,0,0,3,3,2
Ibrahim Rahimi ,NOR,2022,2024,5,3,0,18,13,FALSE,6,16,112.5,0,0,1,1,1
Ibrahim Rizan ,MDV,2019,2024,42,32,15,109,11,TRUE,6.411764705882353,155,70.3225806451613,0,0,6,7,1
Ibrahim Sesay ,Sri LankaE,2023,2023,6,6,2,34,11,TRUE,8.5,56,60.71428571428571,0,0,1,4,0
Ibrahim Zadran,Afghanistan,2019,2024,33,0,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0
Ibrahim Zadran ,Afghanistan,2019,2024,51,58,6,1646,114,TRUE,33.8609022556391,1030,107.28155339805825,1,12,3,97,24
Ibrarul Haq ,KSA,2019,2019,5,4,0,69,49,FALSE,17.25,47,146.80851063829786,0,0,1,6,4
Idrees Ul Haque ,SUI,2021,2024,10,9,0,221,55,FALSE,24.555555555555557,175,126.28571428571429,0,1,0,26,9
Iftekar Jaman ,CYP,2021,2022,5,4,1,50,22,FALSE,16.666666666666668,36,138.88888888888889,0,0,0,3,4
Iftikhar Ahmed,Pakistan,2015,2023,28,22,0,742,NA,FALSE,46.375,0,49.75,0,0,0,0,0
Iftikhar Ahmed ,Pakistan,2016,2024,70,61,15,1059,62,TRUE,18.270731707317072,773,129.10737386804658,0,4,3,66,44
Iftikhar Anjum,Pakistan,2004,2010,62,60,0,2430,NA,FALSE,31.558441558441558,0,38.44155844155844,0,0,0,0,0
Iftikhar Anjum ,Pakistan,2006,2009,3,1,1,9,9,TRUE,Inf,0,NA,0,0,0,0,0
Ihsanullah,Pakistan,2017,2023,17,1,0,60,NA,FALSE,Inf,0,Inf,0,0,0,0,0
Ihsanullah ,Afghanistan,2019,2023,8,8,2,136,65,TRUE,Inf,22,108.92857142857143,0,1,0,5,0
Ijaz Ahmad Ahmadzai ,Afghanistan,2024,2024,3,3,0,35,16,FALSE,11.666666666666666,32,109.375,0,0,0,2,2
Ijaz Ahmed,Pakistan,1986,2000,250,28,0,476,NA,FALSE,95.2,0,127.4,0,0,0,0,0
Ijaz Ahmed ,Pakistan,1987,2001,60,92,4,3315,211,FALSE,37.67045454545455,0,NA,12,12,7,0,0
Ijaz Ahmed jnr,Pakistan,1997,1997,2,2,0,25,NA,FALSE,25,0,30,0,0,0,0,0
Ijaz Ahmed jnr ,Pakistan,1995,1995,2,3,0,29,16,FALSE,9.666666666666666,0,NA,0,0,0,0,0
Ijaz Butt ,Pakistan,1959,1962,8,16,2,279,58,FALSE,19.928571428571427,0,NA,0,1,1,0,0
Ijaz Faqih,Pakistan,1980,1988,27,25,0,819,NA,FALSE,63,0,85.84615384615384,0,0,0,0,0
Ijaz Faqih ,Pakistan,1980,1988,5,8,1,183,105,FALSE,26.142857142857142,0,NA,1,0,2,0,0
Ijaz Hussain ,ROM,2019,2024,27,21,4,207,40,FALSE,12.176470588235293,217,95.39170506912443,0,0,0,20,7
Ikbal Hossain ,Fran,2024,2024,3,1,1,5,5,TRUE,Inf,3,166.66666666666669,0,0,0,1,0
Ikram Alikhil,Afghanistan,2019,2024,28,0,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0
Ikram Alikhil ,Afghanistan,2019,2024,2,3,0,29,21,FALSE,9.666666666666666,0,NA,0,0,0,0,0
Ikramullah Khan ,QAT,2022,2024,13,6,1,32,14,FALSE,6.4,30,106.66666666666667,0,0,1,2,1
Ilyas Ahmed ,KUW,2019,2024,19,7,6,15,4,TRUE,15,14,107.14285714285714,0,0,0,1,0
Ilyas Ataullah ,TKY,2022,2024,12,11,2,98,26,TRUE,10.88888888888889,90,108.88888888888889,0,0,2,10,4
Ilyas Gull,Hong Kong,2004,2004,2,2,0,113,NA,FALSE,28.25,0,28.5,0,0,0,0,0
Imad Wasim,Pakistan,2015,2020,55,53,0,1957,NA,FALSE,44.47727272727273,0,54.61363636363637,0,0,0,0,0
Imad Wasim ,Pakistan,2015,2024,75,50,15,554,64,TRUE,15.82857142857143,426,130.0469483568075,0,1,6,55,12
Imal Zuwak ,SWE,2021,2024,16,16,2,208,47,TRUE,14.857142857142858,210,99.04761904761905,0,0,2,21,5
Imam-ul-Haq,Pakistan,2017,2023,72,0,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0
Imam-ul-Haq ,Pakistan,2018,2023,26,48,4,1589,157,FALSE,23.916666666666668,25,84,3,9,4,2,0
Imran Abbas,Pakistan,2000,2000,2,0,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0
Imran Ahmed Kaneez ,CRC,2024,2024,5,4,1,8,7,FALSE,2.6666666666666665,24,33.33333333333333,0,0,1,0,0
Imran Ali ,KUW,2019,2019,4,2,1,5,5,TRUE,5,6,83.33333333333334,0,0,1,0,0
Imran Ali Butt ,BHR,2019,2024,26,24,1,528,62,FALSE,22.956521739130434,532,99.24812030075188,0,4,4,43,17
Imran Ameer ,MLT,2022,2023,19,17,5,255,46,TRUE,21.25,242,105.37190082644628,0,0,0,25,4
Imran Anwar ,BHR,2019,2024,60,46,5,828,87,FALSE,20.195121951219512,620,133.54838709677418,0,5,7,49,60
Imran Arif ,KSA,2021,2021,4,4,0,36,22,FALSE,9,48,75,0,0,0,1,3
Imran Ashraf ,QAT,2019,2020,4,0,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0
Imran Asif ,Aut,2021,2024,11,10,1,207,102,FALSE,23,153,135.29411764705884,1,0,0,19,12
Imran Bulbulia ,PAN,2019,2019,3,3,0,40,32,FALSE,13.333333333333334,42,95.23809523809523,0,0,1,4,1
Imran Butt ,Pakistan,2020,2021,10,13,0,208,91,FALSE,13.9,25,120,0,1,2,3,1
Imran Farhat,Pakistan,2001,2013,58,8,0,110,NA,FALSE,18.333333333333332,0,19.333333333333332,0,0,0,0,0
Imran Farhat ,Pakistan,2001,2013,47,84,2,2476,128,FALSE,21.42857142857143,70,108.57142857142857,3,14,4,14,0
Imran Haider,United Arab Emirates,2017,2019,20,20,0,841,NA,FALSE,26.28125,0,29.46875,0,0,0,0,0
Imran Haider ,ROM,2016,2021,15,5,2,42,19,TRUE,Inf,48,72.5,0,0,0,4,1
Imran Ismail ,MOZ,2019,2019,7,7,0,63,17,FALSE,9,58,108.62068965517241,0,0,0,7,3
Imran Khan,Pakistan,1974,1992,175,153,0,4844,NA,FALSE,26.615384615384617,0,40.994505494505496,0,0,0,0,0
Imran Khan ,Pakistan,1971,2024,125,149,30,3893,136,TRUE,12.655410183875532,78,70.10607521697204,6,18,17,5,3
Imran Khan (1) ,Pakistan,2015,2015,3,1,0,0,0,FALSE,0,1,0,0,0,1,0,0
Imran Nazir,Pakistan,1999,2009,79,4,0,48,NA,FALSE,48,0,49,0,0,0,0,0
Imran Nazir ,Pakistan,1999,2012,33,37,1,927,131,FALSE,27.292642140468228,370,135.13513513513513,2,4,5,59,22
Imran Tahir,South Africa,2011,2019,107,104,0,4297,NA,FALSE,24.838150289017342,0,32.028901734104046,0,0,0,0,0
Imran Tahir ,South Africa,2011,2019,58,27,12,149,29,TRUE,14.142857142857142,18,105.55555555555556,0,0,2,1,1
Imran Yousaf ,KSA,2020,2024,11,3,2,4,2,TRUE,4,8,50,0,0,0,0,0
Imrul Kayes,BAN,2008,2018,78,0,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0
Imrul Kayes ,BAN,2008,2019,53,89,2,1916,150,FALSE,16.718814968814968,134,88.80597014925374,3,4,8,14,3
Imtiaz Abbasi,United Arab Emirates,1994,1996,7,0,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0
Imtiaz Ahmed ,Pakistan,1952,1962,41,72,1,2079,209,FALSE,29.281690140845072,0,NA,3,11,9,0,0
Imtiaz Ali ,West Indies,1976,1976,1,1,1,1,1,TRUE,Inf,0,NA,0,0,0,0,0
Inam-ul-Haq ,QAT,2019,2019,11,11,2,225,73,TRUE,25,205,109.75609756097562,0,1,1,28,2
Inshan Ali ,West Indies,1971,1977,12,18,2,172,25,FALSE,10.75,0,NA,0,0,3,0,0
Intikhab Alam,Pakistan,1973,1976,4,4,0,118,NA,FALSE,29.5,0,39.5,0,0,0,0,0
Intikhab Alam ,Pakistan,1959,1977,47,77,10,1493,138,FALSE,22.28358208955224,0,NA,1,8,10,0,0
Inzamam-ul-Haq ,ICC/Pakistan,1992,2007,121,201,23,8841,329,TRUE,Inf,15,73.33333333333333,25,46,15,0,1
Inzamam-ul-Haq (Asia/PAK),NA,1991,2007,378,6,0,64,NA,FALSE,21.333333333333332,0,19.333333333333332,0,0,0,0,0
Iqbal Hossain ,Aut,2021,2023,25,21,0,532,71,FALSE,25.333333333333332,328,162.19512195121953,0,3,3,49,38
Iqbal Hussain ,QAT,2019,2021,26,11,5,65,22,TRUE,10.833333333333334,60,108.33333333333333,0,0,3,4,2
Iqbal Mudassir ,SKOR,2022,2024,10,10,1,104,46,FALSE,11.555555555555555,111,93.69369369369369,0,0,0,5,5
Iqbal Qasim,Pakistan,1977,1988,15,14,0,500,NA,FALSE,41.666666666666664,0,55.333333333333336,0,0,0,0,0
Iqbal Qasim ,Pakistan,1976,1988,50,57,15,549,56,FALSE,13.071428571428571,0,NA,0,1,10,0,0
Iqbal Sikander,Pakistan,1992,1992,4,4,0,147,NA,FALSE,49,0,70,0,0,0,0,0
Irfan Ahmed,Hong Kong,2008,2014,6,6,0,299,NA,FALSE,37.375,0,36.25,0,0,0,0,0
Irfan Ahmed ,Hong Kong,2014,2015,8,8,0,76,34,FALSE,9.5,83,91.56626506024097,0,0,2,4,6
Irfan Bhatti,Pakistan,1993,1993,1,1,0,22,NA,FALSE,11,0,24,0,0,0,0,0
Irfan Bhima ,MWest Indies,2019,2019,4,4,0,98,52,FALSE,24.5,88,111.36363636363636,0,1,2,13,2
Irfan Fazil,Pakistan,2000,2000,1,1,0,46,NA,FALSE,Inf,0,Inf,0,0,0,0,0
Irfan Fazil ,Pakistan,2000,2000,1,2,1,4,3,FALSE,4,0,NA,0,0,0,0,0
Irfan Hafejee ,PAN,2021,2023,10,10,1,165,41,FALSE,18.333333333333332,240,68.75,0,0,1,16,1
Irfan Khan,Pakistan,2024,2024,3,0,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0
Irfan Khan ,Pakistan,2024,2024,6,5,3,95,37,TRUE,47.5,76,125,0,0,1,9,3
Irfan Mir ,Chile,2019,2019,4,3,2,19,18,TRUE,19,7,271.42857142857144,0,0,1,0,2
Irfan Sajid,United Arab Emirates,2014,2014,1,1,0,23,NA,FALSE,Inf,0,Inf,0,0,0,0,0
Irfan Sarfraz ,KSA,2022,2022,4,3,0,38,18,FALSE,12.666666666666666,55,69.0909090909091,0,0,0,2,0
Irshad Mubbashar ,KSA,2022,2022,5,4,0,64,21,FALSE,16,75,85.33333333333334,0,0,0,2,2
Isa Zaroo ,BUL,2023,2024,11,8,0,115,29,FALSE,14.375,123,93.4959349593496,0,0,0,12,0
Ishan Kishan,India,2021,2023,27,0,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0
Ishan Kishan ,India,2021,2023,34,35,3,874,89,TRUE,51.83870967741935,640,124.37499999999999,0,7,1,79,36
Ishtiaq Ahmad ,KSA,2021,2024,31,8,5,21,7,FALSE,7,16,131.25,0,0,2,0,2
Ishtiaq Muhammad,Hong Kong,2016,2016,1,1,0,24,NA,FALSE,Inf,0,Inf,0,0,0,0,0
Ismaeel Zia ,SWE,2022,2022,8,6,0,54,22,FALSE,9,68,79.41176470588235,0,0,1,6,0
Ismail Ali ,MDV,2023,2024,18,17,1,201,33,FALSE,12.5625,191,105.23560209424083,0,0,1,12,11
Ismail Sardar ,THA,2020,2020,2,2,0,5,3,FALSE,2.5,16,31.25,0,0,0,0,0
Ismaila Tamba ,GMB,2022,2024,12,12,2,136,43,FALSE,13.6,121,112.39669421487604,0,0,0,16,4
Ismat Ullah ,BRA,2019,2019,4,4,0,44,42,FALSE,11,47,93.61702127659575,0,0,1,4,1
Israr Ali ,Pakistan,1952,1959,4,8,1,33,10,FALSE,4.714285714285714,0,NA,0,0,1,0,0
Israr Khan ,GER,2021,2021,2,0,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0
Itibarshah Deedar ,Aut,2022,2024,10,3,2,4,4,TRUE,4,8,50,0,0,1,0,0
Ivan Splicevic ,CRT,2023,2023,2,2,1,0,0,TRUE,0,11,0,0,0,1,0,0
Izatullah Dawlatzai,Afghanistan,2010,2015,5,5,0,146,NA,FALSE,18.25,0,26.25,0,0,0,0,0
Izatullah Dawlatzai ,Afghanistan/GER,2012,2020,16,4,3,26,24,TRUE,26,16,162.5,0,0,0,2,2
Izaz Ali ,SVN,2024,2024,6,6,0,42,18,FALSE,7,41,102.4390243902439,0,0,1,2,1
Izhar Hussain ,SUI,2023,2023,4,2,1,22,21,TRUE,22,33,66.66666666666666,0,0,0,3,0
J Albin ,BUL,2021,2022,25,16,8,130,19,TRUE,16.25,168,77.38095238095238,0,0,0,12,1
J Alegra ,PHI,2022,2023,16,14,1,192,41,FALSE,14.76923076923077,249,77.10843373493977,0,0,1,10,4
J Allen ,BRA,2019,2019,2,2,1,1,1,TRUE,1,4,25,0,0,1,0,0
J Anderson,Ireland,2014,2016,8,2,0,20,NA,FALSE,Inf,0,Inf,0,0,0,0,0
J Anderson ,Ireland,2015,2015,4,2,0,12,9,FALSE,6,18,66.66666666666666,0,0,0,1,0
J Andrew,West Indies,2024,2024,1,0,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0
J Angel,Australia,1994,1995,3,3,0,113,NA,FALSE,28.25,0,40.5,0,0,0,0,0
J Angel ,Australia,1993,1995,4,7,1,35,11,FALSE,5.833333333333333,0,NA,0,0,2,0,0
J Arnold ,England,1931,1931,1,2,0,34,34,FALSE,17,0,NA,0,0,1,0,0
J Arun Lal,India,1982,1989,13,0,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0
J Arun Lal ,India,1982,1989,16,29,1,729,93,FALSE,26.035714285714285,0,NA,0,6,1,0,0
J Baguma ,UGA,2022,2024,14,6,3,38,11,TRUE,12.666666666666666,49,77.55102040816327,0,0,0,3,0
J Baleicikoibia ,Fiji,2022,2022,6,6,0,89,31,FALSE,14.833333333333334,97,91.75257731958763,0,0,0,7,2
J Bangura ,Sri LankaE,2021,2024,34,29,2,404,46,FALSE,14.962962962962964,565,71.50442477876106,0,0,5,29,3
J Barker ,LUX,2019,2024,36,31,9,519,48,FALSE,23.59090909090909,530,97.9245283018868,0,0,2,41,3
J Benaud ,Australia,1972,1973,3,5,0,223,142,FALSE,44.6,0,NA,1,0,0,0,0
J Birkenshaw ,England,1973,1974,5,7,0,148,64,FALSE,21.142857142857142,0,NA,0,1,1,0,0
J Blackwood,West Indies,2015,2022,3,1,0,16,NA,FALSE,Inf,0,Inf,0,0,0,0,0
J Blackwood ,West Indies,2014,2023,56,102,6,2898,112,TRUE,30.1875,0,NA,3,18,7,0,0
J Botha ,South Africa,2006,2012,45,26,11,284,34,FALSE,19.511363636363637,165,121.81818181818183,0,0,1,15,9
J Botha (Afr/SA),NA,2005,2012,78,75,0,2916,NA,FALSE,40.5,0,53.09722222222222,0,0,0,0,0
J Briggs ,England,1884,1899,33,50,5,815,121,FALSE,18.11111111111111,0,NA,1,2,10,0,0
J Broad ,GER,2022,2022,9,9,2,288,62,FALSE,41.142857142857146,241,119.50207468879668,0,3,0,26,3
J Buchanan ,CAY,2023,2023,3,2,1,10,10,FALSE,10,12,83.33333333333334,0,0,0,0,0
J Bulele ,MOZ,2019,2022,27,27,2,612,62,TRUE,24.48,654,93.57798165137615,0,4,2,79,2
J Butler ,GUE,2019,2024,50,38,6,832,87,TRUE,16.735632183908045,775,83.18990246701091,0,3,1,74,18
J Cama ,Fiji,2024,2024,5,5,0,31,24,FALSE,6.2,28,110.71428571428572,0,0,1,0,3
J Cameron-Dow,Ireland,2019,2019,4,4,0,151,NA,FALSE,30.2,0,37.2,0,0,0,0,0
J Cameron-Dow ,Ireland,2019,2019,1,2,1,41,32,TRUE,41,0,NA,0,0,0,0,0
J Campbell ,Zimbabwe,2024,2024,9,9,1,123,45,FALSE,15.375,101,121.78217821782178,0,0,1,8,7
J Charles,West Indies,2012,2023,58,1,0,12,NA,FALSE,Inf,0,Inf,0,0,0,0,0
J Charles ,West Indies,2011,2024,57,56,0,1302,118,FALSE,23.25,992,131.25,1,5,7,140,60
J Chaturanga ,BHR,2022,2022,4,4,0,42,20,FALSE,10.5,42,100,0,0,1,5,1
J Chialoufas ,CYP,2024,2024,10,10,1,147,37,FALSE,16.333333333333332,143,102.79720279720279,0,0,3,11,4
J Clough ,IOM,2022,2022,1,1,0,9,9,FALSE,9,13,69.23076923076923,0,0,0,0,0
J Coetzee ,THA,2023,2024,19,17,6,292,45,TRUE,26.545454545454547,245,119.18367346938777,0,0,1,18,13
J Cowie ,New Zealand,1937,1949,9,13,4,90,45,FALSE,10,0,NA,0,0,3,0,0
J Cranston ,England,1890,1890,1,2,0,31,16,FALSE,15.5,0,NA,0,0,0,0,0
J Cutinho ,CRC,2019,2019,3,3,0,93,46,FALSE,31,98,94.89795918367348,0,0,0,7,4
J Da Silva,West Indies,2021,2021,2,0,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0
J Da Silva ,West Indies,2020,2024,32,56,9,1199,100,TRUE,25.51063829787234,0,NA,1,5,5,0,0
J Danikula ,CRT,2024,2024,5,5,0,39,19,FALSE,7.8,68,57.35294117647059,0,0,1,3,0
J Darling ,Australia,1894,1905,34,60,2,1657,178,FALSE,28.56896551724138,0,NA,3,8,8,0,0
J Dickinson ,Scotland,2024,2024,1,1,0,15,15,FALSE,15,14,107.14285714285714,0,0,0,1,0
J Drysdale,United States of America,2024,2024,4,4,0,101,NA,FALSE,25.25,0,33,0,0,0,0,0
J Drysdale ,United States of America,2024,2024,8,3,2,5,4,TRUE,5,5,100,0,0,1,1,0
J Dunn ,VAN,2019,2019,4,3,0,36,23,FALSE,12,41,87.8048780487805,0,0,0,0,1
J Dyson,Australia,1980,1983,29,0,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0
J Dyson ,Australia,1977,1984,30,58,7,1359,127,TRUE,26.647058823529413,0,NA,2,5,4,0,0
J Dzulfikar ,INA,2024,2024,7,7,0,70,25,FALSE,10,85,82.35294117647058,0,0,1,8,1
J Edness,BER,2007,2008,11,0,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0
J Edness ,BER,2008,2008,3,3,0,13,9,FALSE,4.333333333333333,28,46.42857142857143,0,0,1,0,0
J Essex ,STHEL,2024,2024,1,1,0,5,5,FALSE,5,9,55.55555555555556,0,0,0,0,0
J Evans ,ISR,2022,2024,9,9,0,116,42,FALSE,12.88888888888889,106,109.43396226415094,0,0,1,13,2
J Figy,United Arab Emirates,2019,2020,2,0,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0
J Fraser-McGurk,Australia,2024,2024,5,0,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0
J Fraser-McGurk ,Australia,2024,2024,7,7,0,113,50,FALSE,16.142857142857142,79,143.03797468354432,0,1,2,16,3
J Garner,West Indies,1977,1987,98,98,0,2752,NA,FALSE,18.84931506849315,0,36.50684931506849,0,0,0,0,0
J Garner ,West Indies,1977,1987,58,68,14,672,60,FALSE,12.444444444444445,0,NA,0,1,17,0,0
J Ghadiyali ,SWA,2021,2021,6,6,1,86,27,TRUE,17.2,96,89.58333333333334,0,0,2,8,1
J Giyanani ,United Arab Emirates,2023,2023,1,0,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0
J Grassi ,ITA,2021,2021,6,4,0,58,20,FALSE,14.5,63,92.06349206349206,0,0,0,2,2
J Grzinic ,CRT,2022,2024,7,5,2,21,8,TRUE,7,49,42.857142857142854,0,0,2,1,0
J Gumbie,Zimbabwe,2023,2024,12,0,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0
J Gumbie ,Zimbabwe,2024,2024,4,5,0,116,49,FALSE,25.416666666666668,52,82.6923076923077,0,0,0,6,0
J Hansrod ,SWA,2021,2021,4,3,0,10,7,FALSE,3.3333333333333335,25,40,0,0,0,1,0
J Hardstaff jnr ,England,1935,1948,23,38,3,1636,205,TRUE,46.74285714285714,0,NA,4,10,4,0,0
J Hardstaff snr ,England,1907,1908,5,10,0,311,72,FALSE,31.1,0,NA,0,3,0,0,0
J Harry ,Australia,1895,1895,1,2,0,8,6,FALSE,4,0,NA,0,0,0,0,0
J Henry ,STHEL,2022,2022,7,5,0,45,17,FALSE,9,45,100,0,0,0,1,2
J Hill ,PHI,2019,2023,9,8,1,42,11,FALSE,6,73,57.534246575342465,0,0,1,3,0
J Hirschi ,MLT,2019,2019,4,4,0,37,13,FALSE,9.25,62,59.67741935483871,0,0,0,0,0
J Horrocks ,GIBR,2023,2024,15,8,3,44,20,TRUE,8.8,47,93.61702127659575,0,0,2,0,1
J Hull ,England,2024,2024,1,2,1,9,7,TRUE,9,0,NA,0,0,0,0,0
J Humphries ,England,1908,1908,3,6,1,44,16,FALSE,8.8,0,NA,0,0,0,0,0
J Hunter ,England,1884,1885,5,7,2,93,39,TRUE,18.6,0,NA,0,0,0,0,0
J Hurley ,Arg,2019,2021,7,1,0,0,0,FALSE,0,1,0,0,0,1,0,0
