Player,Country,Start,End,Matches,Innings,Dismissals,Caught,CaughtFielder,CaughtBehind,Stumped,MaxDismissalsInnings
Ep Nupen,South Africa,1921,1936,17,32,9,9,9,0,0,2
Ep Thompson,New Zealand,2008,2009,2,2,0,0,0,0,0,0
Eq Davies,South Africa,1936,1939,5,6,0,0,0,0,0,0
Er Dexter,England,1958,1968,62,116,29,29,29,0,0,2
Er Fernando,Sri Lanka,1975,1975,3,3,0,0,0,0,0,0
Er Mayne,Australia,1912,1921,4,7,2,2,2,0,0,2
Er Wilson,England,1921,1921,1,2,0,0,0,0,0,0
Erh Fuller,South Africa,1953,1958,7,12,3,3,3,0,0,1
Erh Toshack,Australia,1946,1948,12,24,4,4,4,0,0,1
Eric Phiri,SWZ,2022,2024,15,14,1,1,1,0,0,1
Erns Fernando,Sri Lanka,1983,1984,12,15,0,0,0,0,0,0
Ert Holmes,England,1935,1935,5,9,4,4,4,0,0,2
Es Atkinson,West Indies,1958,1959,8,15,2,2,2,0,0,1
Es Maka,India,1952,1953,2,3,3,2,0,2,1,3
Es Newson,South Africa,1930,1939,3,6,3,3,3,0,0,2
Es Soto,CRC,2019,2019,1,1,0,0,0,0,0,0
Es Szwarczynski,NED,2006,2014,55,54,11,11,11,0,0,2
Esh Giddins,England,1999,2000,4,7,0,0,0,0,0,0
Esm Kentish,West Indies,1948,1954,2,4,1,1,1,0,0,1
Et Killick,England,1929,1929,2,4,2,2,2,0,0,1
Et Smith,England,2003,2003,3,6,5,5,5,0,0,2
Et Willett,West Indies,1973,1975,5,10,0,0,0,0,0,0
Ew Clark,England,1929,1934,8,15,0,0,0,0,0,0
Ew Dawson,England,1928,1930,5,8,0,0,0,0,0,0
Ew Dempster,New Zealand,1953,1954,5,9,1,1,1,0,0,1
Ew Freeman,Australia,1968,1970,11,21,5,5,5,0,0,1
Ewt Tindill,New Zealand,1937,1947,5,8,7,6,0,6,1,2
Ez Matambanadzo,Zimbabwe,1996,1999,10,13,1,1,1,0,0,1
F Achelam,UGA,2019,2024,39,38,26,21,1,20,5,4
F Akankwasa,UGA,2020,2022,32,31,3,3,3,0,0,2
F Baaleri,GHA,2019,2024,9,9,7,7,2,5,0,4
F Banunaek,INA,2022,2024,44,44,22,22,22,0,0,3
F Barratt,England,1929,1930,5,8,2,2,2,0,0,1
F Behardien,South Africa,2012,2018,97,96,41,41,41,0,0,2
F Campbell,GMB,2022,2024,10,10,0,0,0,0,0,0
F Choudary,SWE,2022,2022,2,2,0,0,0,0,0,0
F Clarke,IOM,2023,2023,9,8,1,1,1,0,0,1
F Damiao Couana,MOZ,2019,2024,38,37,14,14,14,0,0,2
F De Wet,South Africa,2009,2010,2,4,1,1,1,0,0,1
F Du Plessis,South Africa,2011,2021,212,269,144,144,144,0,0,3
F Du Plessis (Sa/World),NA,2012,2020,50,50,24,24,24,0,0,2
F Hand,Ireland,2022,2024,15,16,4,4,4,0,0,1
F Hearne (Eng/Sa),NA,1889,1896,6,9,3,3,3,0,0,1
F Jansen,NED,1996,1996,2,2,1,1,1,0,0,1
F Kasteni,Zimbabwe,2007,2007,3,3,0,0,0,0,0,0
F Khaliq,Belg,2024,2024,8,8,3,3,3,0,0,2
F Kuys,South Africa,1899,1899,1,2,0,0,0,0,0,0
F Martin,England,1890,1892,2,4,2,2,2,0,0,1
F Mitchell (Eng/Sa),NA,1899,1912,5,8,2,2,2,0,0,1
F Morley,England,1880,1883,4,8,4,4,4,0,0,2
F Mutizwa,Zimbabwe,2009,2012,21,21,11,9,1,8,2,3
F Mutua,Kenya,2023,2024,17,17,7,7,7,0,0,2
F Nicholson,South Africa,1935,1936,4,6,3,3,0,3,0,2
F Nkhoma,MWest Indies,2019,2024,6,6,0,0,0,0,0,0
F Nsubuga,UGA,2019,2024,56,55,14,14,14,0,0,2
F Penn,England,1880,1880,1,2,0,0,0,0,0,0
F Pieters,SKOR,2024,2024,1,1,0,0,0,0,0,0
F Ridgway,England,1951,1952,5,8,3,3,3,0,0,2
F Stoman,PORT,2019,2024,21,21,7,6,5,1,1,2
F Suluoto,Samoa,2022,2024,12,12,6,6,5,1,0,1
F Thorpe,GMB,2022,2022,2,2,0,0,0,0,0,0
Fa Allen,West Indies,2018,2024,59,57,35,35,35,0,0,2
Fa Cossa,MOZ,2019,2024,37,36,19,19,19,0,0,3
Fa Dennis,Canada,1979,1979,3,3,0,0,0,0,0,0
Fa Iredale,Australia,1894,1899,14,27,16,16,16,0,0,3
Fa Klokker,DEN,2021,2022,13,13,8,6,4,2,2,4
Fa Lowson,England,1951,1955,7,12,5,5,5,0,0,2
Fa Mackinnon,England,1879,1879,1,2,0,0,0,0,0,0
Fa Rose,West Indies,1997,2000,46,60,10,10,10,0,0,2
Fa Ward,Australia,1936,1938,4,6,1,1,1,0,0,1
Fahad Alhashmi,United Arab Emirates,2008,2015,5,5,0,0,0,0,0,0
Fahad Ali,BRA,2019,2019,3,3,5,4,2,2,1,3
Fahad Nawaz,United Arab Emirates,2019,2022,3,3,0,0,0,0,0,0
Fahad Tariq,United Arab Emirates,2016,2016,6,6,4,4,4,0,0,3
Fahad Usman,United Arab Emirates,2004,2004,2,2,1,1,1,0,0,1
Faheem Ashraf,Pakistan,2017,2023,99,113,27,27,27,0,0,2
Faheem Nazir,SUI,2022,2024,18,18,4,4,4,0,0,2
Faheem Nellancheri,FIN,2023,2024,13,13,2,2,2,0,0,1
Fahim Bhatti,Belg,2022,2024,14,14,3,3,3,0,0,1
Fahim Muntasir,BAN,2001,2002,6,7,3,3,3,0,0,1
Faisal Athar,Pakistan,2003,2003,1,1,0,0,0,0,0,0
Faisal Hossain,BAN,2004,2010,7,8,3,3,3,0,0,1
Faisal Iqbal,Pakistan,2000,2010,44,64,25,25,25,0,0,3
Faisal Javed,QAT,2019,2019,15,15,5,5,5,0,0,1
Faisal Khan,KSA,2019,2024,41,41,11,11,11,0,0,2
Faisal Mehmood,Belg,2021,2023,5,5,2,2,2,0,0,1
Faisal Mubashir,GER,2021,2024,23,23,7,7,7,0,0,2
Faizalmahmed Patel,SWZ,2023,2023,2,2,0,0,0,0,0,0
Faizan Asif,United Arab Emirates,2014,2015,6,6,0,0,0,0,0,0
Faizan Mumtaz,NOR,2021,2021,3,3,0,0,0,0,0,0
Fakhar Zaman,Pakistan,2017,2024,177,179,95,95,95,0,0,3
Fakhrul Mohon,PORT,2019,2022,8,8,1,1,1,0,0,1
Fanyan Mughal,MLT,2023,2024,24,24,6,6,6,0,0,1
Faran Afzal,ESP,2019,2019,9,9,2,2,2,0,0,1
Fareed Ahmad,Afghanistan,2014,2024,48,46,8,8,8,0,0,1
Fareed Shius,MDV,2023,2023,2,2,1,1,1,0,0,1
Farhad Reza,BAN,2006,2014,47,47,17,17,17,0,0,2
Farhan Adil,Pakistan,2003,2003,1,2,0,0,0,0,0,0
Farhan Ahmed,United Arab Emirates,2016,2016,3,3,1,1,1,0,0,1
Farooq Hamid,Pakistan,1964,1964,1,2,0,0,0,0,0,0
Farrukh Zaman,Pakistan,1976,1976,1,2,0,0,0,0,0,0
Faruk Ahmed,BAN,1988,1999,7,7,2,2,2,0,0,1
Faw Freer,Australia,1946,1946,1,2,0,0,0,0,0,0
Fawad Ahmed,Australia,2013,2013,5,5,0,0,0,0,0,0
Fawad Alam,Pakistan,2007,2022,81,96,30,30,30,0,0,2
Fayaz Khan,GER,2021,2024,13,13,7,7,7,0,0,3
Fayaz Mohammad,BUL,2020,2022,5,4,0,0,0,0,0,0
Fayyaz Ahmed,United Arab Emirates,2014,2016,4,4,1,1,1,0,0,1
Fayyaz Butt,OMA,2019,2024,77,77,17,17,17,0,0,2
Fazal Mahmood,Pakistan,1952,1962,34,56,11,11,11,0,0,1
Fazal Niazai,Afghanistan,2019,2019,1,1,0,0,0,0,0,0
Fazalhaq Farooqi,Afghanistan,2021,2024,79,79,8,8,8,0,0,1
Fazil Muhammad,SKOR,2024,2024,5,5,1,1,1,0,0,1
Fazil Rahman,MLT,2023,2023,6,6,1,1,1,0,0,1
Fazl-E-Akbar,Pakistan,1998,2004,7,10,2,2,2,0,0,1
Fazle Mahmud,BAN,2018,2018,2,2,1,1,1,0,0,1
Fb Smith,New Zealand,1947,1952,4,7,1,1,1,0,0,1
Fc Hayes,England,1973,1976,15,20,7,7,7,0,0,2
Fcm Alexander,West Indies,1957,1961,25,47,90,85,0,85,5,5
Fdm Karunaratne,Sri Lanka,2011,2024,146,227,77,77,77,0,0,3
Fe Allan,Australia,1879,1879,1,2,0,0,0,0,0,0
Fe Carava,MOZ,2021,2022,12,12,0,0,0,0,0,0
Fe Fisher,New Zealand,1953,1953,1,1,0,0,0,0,0,0
Fe Rumsey,England,1964,1965,5,10,0,0,0,0,0,0
Fe Woolley,England,1909,1934,64,113,64,64,63,1,0,4
Festus Benn,Bhm,2022,2023,9,9,4,4,4,0,0,2
Ff Mulivai,Samoa,2019,2019,4,4,0,0,0,0,0,0
Ffj Heo,INA,2024,2024,5,5,3,3,3,0,0,2
Ffz Nhaduate,MOZ,2023,2024,8,8,8,6,0,6,2,4
Fg Mann,England,1948,1949,7,13,3,3,3,0,0,2
Fgj Ford,England,1894,1895,5,9,5,5,5,0,0,2
Fh Allen,New Zealand,2021,2024,69,67,28,28,28,0,0,2
Fh Edwards,West Indies,2003,2021,131,177,19,19,19,0,0,1
Fh Sugg,England,1888,1888,2,4,0,0,0,0,0,0
Fh Tyson,England,1954,1959,17,32,4,4,4,0,0,1
Fh Walters,Australia,1885,1885,1,1,2,2,2,0,0,2
Fi De Caires,West Indies,1930,1930,3,6,1,1,1,0,0,1
Fiaz Ahmad,KUW,2019,2019,3,3,0,0,0,0,0,0
Fiaz Ahmed,BHR,2019,2024,15,15,10,10,10,0,0,2
Fida Hussain,ITA,2019,2019,2,2,0,0,0,0,0,0
Firas Hussain,BUL,2024,2024,7,7,3,3,3,0,0,1
Fitri Sham,MAS,2019,2024,45,43,8,8,8,0,0,1
Fj Burton,Australia,1887,1888,2,4,2,1,1,0,1,1
Fj Cameron,New Zealand,1948,1965,24,45,2,2,2,0,0,1
Fj Cook,South Africa,1896,1896,1,2,0,0,0,0,0,0
Fj Durston,England,1921,1921,1,2,0,0,0,0,0,0
Fj Klaassen,NED,2018,2024,58,57,22,22,22,0,0,2
Fj Laver,Australia,1899,1909,15,28,8,8,8,0,0,1
Fj Mpegna,CAM,2021,2024,12,12,2,2,2,0,0,2
Fj Titmus,England,1955,1975,55,102,36,36,36,0,0,2
Fl Fane,England,1906,1910,14,27,6,6,6,0,0,1
Fl Le Roux,South Africa,1914,1914,1,2,0,0,0,0,0,0
Fl Patel,PAN,2023,2023,6,6,0,0,0,0,0,0
Fl Reifer,West Indies,1997,2009,15,21,10,10,10,0,0,2
Flh Mooney,New Zealand,1949,1954,14,23,30,22,0,22,8,4
Fm Engineer,India,1961,1975,51,88,86,69,0,69,17,3
Fm King,West Indies,1953,1956,14,26,5,5,5,0,0,2
Fm Misson,Australia,1960,1961,5,10,6,6,6,0,0,2
Fmm Worrell,West Indies,1948,1963,51,98,43,43,43,0,0,3
Fn Otieno,Kenya,2010,2010,4,4,2,2,2,0,0,1
Fn Walsh,PHI,2023,2023,1,1,0,0,0,0,0,0
Fr Brown,England,1931,1953,22,40,22,22,22,0,0,2
Fr Foster,England,1911,1912,11,20,11,11,11,0,0,2
Fr Martin,West Indies,1928,1931,9,12,2,2,2,0,0,1
Fr Spofforth,Australia,1877,1887,18,31,11,11,11,0,0,3
Frasat Ali,East (and Central) Africa,1975,1975,3,3,0,0,0,0,0,0
Frj Coleman,Scotland,2013,2015,17,16,8,8,8,0,0,3
Frmd Gunatilleke,Sri Lanka,1979,1979,1,1,0,0,0,0,0,0
Fs Ahangama,Sri Lanka,1985,1985,4,7,1,1,1,0,0,1
Fs Crockwell,BER,2009,2009,2,2,0,0,0,0,0,0
Fs Trueman,England,1952,1965,67,128,64,64,64,0,0,3
Ft Badcock,New Zealand,1930,1933,7,10,1,1,1,0,0,1
Ft Mann,England,1922,1923,5,9,4,4,4,0,0,1
Fw Milligan,England,1899,1899,2,4,1,1,1,0,0,1
Fw Smith,South Africa,1889,1896,3,4,2,2,0,2,0,2
Fw Tate,England,1902,1902,1,2,2,2,2,0,0,1
Fy Fazal,India,2016,2016,1,1,0,0,0,0,0,0
G Aburto,Chile,2023,2023,2,2,0,0,0,0,0,0
G Alexander,Australia,1880,1884,2,4,2,2,2,0,0,1
G Angeletti,Arg,2023,2024,3,3,0,0,0,0,0,0
G Axtell,BHR,2022,2022,2,2,3,3,3,0,0,2
G Bajwa,Canada,2024,2024,1,1,0,0,0,0,0,0
G Bakiweyem,GHA,2019,2024,41,41,15,15,15,0,0,3
G Bean,England,1892,1892,3,6,4,4,4,0,0,2
G Blakeney,BER,2009,2009,2,2,0,0,0,0,0,0
G Boycott,England,1964,1982,144,228,38,38,38,0,0,3
G Brown,England,1921,1923,7,12,12,9,0,9,3,3
G Burrows,IOM,2020,2024,21,20,9,9,9,0,0,2
G Caisley,BRA,2019,2024,5,5,0,0,0,0,0,0
G Challenor,West Indies,1928,1928,3,3,0,0,0,0,0,0
G Chapple,England,2006,2006,1,1,0,0,0,0,0,0
G Chaturvedi,MLT,2019,2022,19,19,8,8,8,0,0,3
G Chohan,PHI,2022,2024,14,14,1,1,1,0,0,1
G Coetzee,South Africa,2023,2024,27,30,6,6,6,0,0,2
G Cook,England,1981,1983,13,19,11,11,11,0,0,2
G Coulthard,Australia,1882,1882,1,2,0,0,0,0,0,0
G Cripps,South Africa,1892,1892,1,1,0,0,0,0,0,0
G Duckworth,England,1924,1936,24,43,60,45,0,45,15,4
G Dutta,Mex,2019,2019,7,7,1,1,1,0,0,1
G Dymock,Australia,1974,1980,36,49,2,2,2,0,0,1
G Fatouros,GRC,2022,2022,4,4,2,2,2,0,0,1
G Fowler,England,1982,1986,47,65,16,14,12,2,2,3
G Gambhir,India,2003,2016,242,284,85,85,85,0,0,3
G Ganbold,MNG,2024,2024,13,13,2,2,2,0,0,1
G Geary,England,1924,1934,14,24,13,13,13,0,0,2
G Giffen,Australia,1881,1896,31,55,24,24,24,0,0,3
G Gladstone,West Indies,1930,1930,1,2,0,0,0,0,0,0
G Goudie,Scotland,2008,2013,25,25,11,11,11,0,0,2
G Gunn,England,1907,1930,15,30,15,15,15,0,0,2
G Hoey,Ireland,2024,2024,2,2,1,1,1,0,0,1
G Irvin,Bhm,2021,2021,2,2,0,0,0,0,0,0
G Johnson,STHEL,2022,2022,7,6,3,3,3,0,0,2
G Kaltongga,VAN,2019,2019,3,3,0,0,0,0,0,0
G Kansonkho,MWest Indies,2019,2024,44,44,14,14,14,0,0,2
G Kirsten,South Africa,1993,2004,286,374,145,144,143,1,1,4
G Kishenchand,India,1947,1952,5,5,1,1,1,0,0,1
G Macgregor,England,1890,1893,8,15,17,14,0,14,3,3
G Malla,NEP,2014,2023,82,82,36,36,36,0,0,3
G Manan,ROM,2019,2023,15,15,4,4,4,0,0,1
G Mangau,VAN,2023,2023,3,3,0,0,0,0,0,0
G Mckeon,Fran,2022,2024,20,20,10,10,10,0,0,2
G Miller,England,1976,2022,61,89,22,21,21,0,1,2
G Millman,England,1961,1962,6,12,15,13,0,13,2,4
G Motie,West Indies,2021,2024,54,61,19,19,19,0,0,2
G Mubiru,UGA,2021,2021,3,3,1,1,1,0,0,1
G Murali,CRC,2019,2024,8,8,2,2,0,2,0,1
G Mylvaganam,United Arab Emirates,1996,1996,3,3,1,1,1,0,0,1
