Player,Country,Start,End,Matches,Innings,Dismissals,Caught,CaughtFielder,CaughtBehind,Stumped,MaxDismissalsInnings
M Machado,PORT,2023,2023,8,8,1,1,1,0,0,1
M Magagula (Swa/Swz),NA,2021,2024,25,24,2,2,2,0,0,1
M Malle,Mali,2022,2024,10,9,1,1,1,0,0,1
M Manivannan,CAY,2023,2023,1,1,0,0,0,0,0,0
M Mariyappan,SEY,2024,2024,3,3,2,2,2,0,0,2
M Markande,India,2019,2019,1,1,0,0,0,0,0,0
M Martin,SUI,2021,2021,1,1,1,1,1,0,0,1
M Mbangwa,Zimbabwe,1996,2002,44,54,5,5,5,0,0,1
M Meade,Chile,2019,2019,1,1,1,1,1,0,0,1
M Montgomery,GER,2023,2023,1,1,0,0,0,0,0,0
M Mooketsi,BOT,2019,2024,38,37,9,9,9,0,0,1
M Morkel,South Africa,2006,2018,86,160,25,25,25,0,0,2
M Morkel (Afr/Sa),NA,2007,2018,117,114,31,31,31,0,0,3
M Morkel (Sa/World),NA,2007,2017,44,44,5,5,5,0,0,1
M Mosehle,South Africa,2017,2017,7,7,8,6,0,6,2,3
M Mulla,Canada,2007,2007,1,1,0,0,0,0,0,0
M Muralidaran,Sri Lanka,2006,2010,12,12,1,1,1,0,0,1
M Muralidaran (Asia/Icc/Sl),NA,1993,2011,350,347,130,130,130,0,0,3
M Muralidaran (Icc/Sl),NA,1992,2010,133,233,72,72,72,0,0,2
M Mwamadi,MWest Indies,2019,2022,12,12,1,1,1,0,0,1
M Nandela,Mex,2019,2019,2,2,0,0,0,0,0,0
M Nasim Baras,Afghanistan,2015,2015,3,3,3,3,3,0,0,2
M Ngam,South Africa,2000,2001,3,5,1,1,1,0,0,1
M Nissar,India,1932,1936,6,11,2,2,2,0,0,1
M Ntini,South Africa,1998,2011,111,202,27,27,27,0,0,1
M Ntini (Icc/Sa),NA,1998,2009,173,171,30,30,30,0,0,2
M Ozturk,TKY,2022,2024,12,11,3,3,3,0,0,1
M Panchal,NED,2007,2007,1,1,0,0,0,0,0,0
M Patel,PAN,2019,2019,5,5,0,0,0,0,0,0
M Pathirana,Sri Lanka,2022,2024,29,29,4,4,4,0,0,1
M Podosky,PHI,2022,2024,23,23,7,7,7,0,0,2
M Prabhakar,India,1984,1996,169,197,47,47,47,0,0,3
M Prasanna,ROM,2023,2023,4,4,0,0,0,0,0,0
M Prasidh Krishna,India,2021,2024,24,25,3,3,3,0,0,1
M Pushpakumara,Sri Lanka,2009,2010,4,3,1,1,1,0,0,1
M Raikes,GIBR,2024,2024,2,2,1,1,1,0,0,1
M Sarenac,SRB,2019,2024,27,26,2,2,2,0,0,1
M Sedgwick,EST,2021,2021,3,3,0,0,0,0,0,0
M Sert,TKY,2019,2019,4,4,0,0,0,0,0,0
M Shahbaz Butt,NOR,2022,2023,10,10,5,5,5,0,0,2
M Sheikh,Kenya,1997,2000,21,21,7,7,7,0,0,1
M Sherwin,England,1887,1888,3,6,7,5,0,5,2,4
M Shezi,South Africa,2014,2014,1,1,0,0,0,0,0,0
M Shiraz,Sri Lanka,2024,2024,2,2,0,0,0,0,0,0
M Shumba,Zimbabwe,2020,2024,44,45,22,22,22,0,0,2
M Sidibe,Mali,2022,2022,3,3,0,0,0,0,0,0
M Simmons,BER,2019,2021,6,6,0,0,0,0,0,0
M Simpson-Parker,Aut,2019,2024,37,37,20,19,16,3,1,3
M Smith,BER,2008,2008,1,1,0,0,0,0,0,0
M Sohel Patel,PAN,2019,2023,15,15,1,1,1,0,0,1
M Spoors,Canada,2022,2023,15,15,3,3,3,0,0,1
M Spry,Peru,2019,2019,4,4,0,0,0,0,0,0
M Stanikzai,SUI,2024,2024,3,3,1,1,1,0,0,1
M Stoman,PORT,2021,2021,3,3,0,0,0,0,0,0
M Swack,CAY,2022,2022,4,4,0,0,0,0,0,0
M Taniyama,Japan,2022,2024,30,30,8,8,8,0,0,1
M Taylor,Bhm,2021,2023,15,15,8,8,8,0,0,2
M Theekshana,Sri Lanka,2021,2024,107,109,25,25,25,0,0,2
M Thurgate,Japan,2024,2024,2,2,1,1,0,1,0,1
M Tuilaepa,Samoa,2023,2023,2,2,0,0,0,0,0,0
M Vaik,EST,2021,2024,18,18,13,12,1,11,1,3
M Van Jaarsveld,South Africa,2002,2004,20,28,15,15,15,0,0,2
M Van Lingen,Namibia,2021,2024,70,70,26,26,26,0,0,3
M Van Schoor,Namibia,2003,2003,5,5,4,4,0,4,0,2
M Vandrasi,CZK-R,2024,2024,4,4,2,2,2,0,0,2
M Venkataramana,India,1988,1989,2,3,1,1,1,0,0,1
M Vijay,India,2008,2018,87,141,61,61,61,0,0,2
M Vivekanandan,MNG,2024,2024,13,13,3,3,3,0,0,1
M Walker,BER,2023,2023,1,1,0,0,0,0,0,0
M Watkinson,England,1995,1996,5,8,1,1,1,0,0,1
M Whelan,GIBR,2022,2024,13,13,2,2,2,0,0,2
M Worndl,CZK-R,2024,2024,5,5,1,1,1,0,0,1
M Yachad,South Africa,1991,1991,1,1,1,1,1,0,0,1
M Yunusu Issa,TAN,2022,2024,40,38,14,14,14,0,0,2
M Zondeki,South Africa,2003,2008,7,12,1,1,1,0,0,1
M Zondeki (Afr/Sa),NA,2002,2008,13,13,3,3,3,0,0,1
Ma Agarwal,India,2018,2022,26,47,16,16,16,0,0,2
Ma Aponso,Sri Lanka,2016,2018,12,12,0,0,0,0,0,0
Ma Atherton,England,1989,2001,169,254,98,98,98,0,0,3
Ma Baig,MWest Indies,2019,2024,39,39,14,14,14,0,0,3
Ma Beer,Australia,2011,2012,2,3,1,1,1,0,0,1
Ma Butcher,England,1997,2004,71,122,61,61,61,0,0,3
Ma Carberry,England,2010,2014,13,18,10,10,10,0,0,1
Ma Ealham,England,1996,2001,72,76,13,13,13,0,0,1
Ma Hanley,South Africa,1949,1949,1,2,0,0,0,0,0,0
Ma Holding,West Indies,1975,1987,162,216,52,52,52,0,0,3
Ma Jones,Scotland,2018,2024,27,26,10,10,10,0,0,2
Ma Leask,Scotland,2013,2024,147,143,63,63,63,0,0,3
Ma Lynch,England,1988,1988,3,3,1,1,1,0,0,1
Ma Meman,Zimbabwe,1987,1987,1,1,0,0,0,0,0,0
Ma Noble,Australia,1898,1909,42,79,26,26,26,0,0,3
Ma Ouma,Kenya,2004,2014,102,102,71,56,5,51,15,5
Ma Parker,Scotland,2010,2012,12,12,3,3,3,0,0,1
Ma Qiancheng,CHN,2023,2024,11,11,0,0,0,0,0,0
Ma Seymour,South Africa,1963,1970,7,12,2,2,2,0,0,1
Ma Small,West Indies,1984,1984,4,6,1,1,1,0,0,1
Ma Starc,Australia,2010,2024,282,366,107,107,107,0,0,3
Ma Suji,Kenya,1996,2006,64,64,11,11,11,0,0,2
Ma Taylor,Australia,1989,1999,217,310,213,213,213,0,0,4
Ma Vermeulen,Zimbabwe,2000,2014,52,57,24,24,24,0,0,3
Ma Wood,England,2015,2024,137,170,27,27,27,0,0,2
Maaz Khan,LES,2021,2024,23,23,5,5,5,0,0,1
Maaz Patel,SWZ,2024,2024,1,1,0,0,0,0,0,0
Mabsar Abdulla,MDV,2024,2024,2,2,1,1,1,0,0,1
Madi Hemantha,Sri Lanka,2023,2023,5,5,1,1,1,0,0,1
Mafizur Rahman,BAN,1997,1997,4,4,1,1,1,0,0,1
Mahbubul Alam,BAN,2008,2009,9,11,1,1,1,0,0,1
Mahbubur Rahman,BAN,1999,1999,1,1,0,0,0,0,0,0
Mahedi Hasan,BAN,2018,2024,62,61,18,18,18,0,0,3
Mahidul Islam Ankon,BAN,2024,2024,1,1,1,1,0,1,0,1
Mahmad Data,PAN,2019,2023,4,4,1,1,1,0,0,1
Mahmood Hamid,Pakistan,1995,1995,1,1,0,0,0,0,0,0
Mahmood Hussain,Pakistan,1952,1962,27,45,5,5,5,0,0,1
Mahmud Jasat,PAN,2021,2023,14,14,7,7,7,0,0,2
Mahmudul Hasan Joy,BAN,2021,2024,19,32,7,7,7,0,0,2
Mahmudullah,BAN,2007,2024,426,459,172,171,171,0,1,3
Maidul Islam,EST,2021,2022,12,12,1,1,1,0,0,1
Majid Khan,Pakistan,1964,1983,86,139,73,73,68,5,0,4
Mak Pataudi,India,1961,1975,46,84,27,27,27,0,0,2
Mamoon Latif,Belg,2019,2021,11,11,3,3,3,0,0,2
Manan Ali,KSA,2023,2024,27,27,13,12,8,4,1,2
Manan Bashir,BUL,2024,2024,3,3,1,1,1,0,0,1
Mandeep Singh,NOR,2016,2024,8,8,4,4,4,0,0,1
Maninder Singh,India,1982,1993,94,115,27,27,27,0,0,2
Manish Sharma,CAM,2023,2024,10,9,1,1,1,0,0,1
Manjural Islam,BAN,1999,2004,51,56,12,12,12,0,0,1
Manjural Islam Rana,BAN,2003,2006,31,32,9,9,9,0,0,2
Manoj Adhikari,BHU,2022,2024,11,11,8,4,0,4,4,3
Manpreet Singh,SGP,2019,2024,60,59,46,33,2,31,13,4
Mansoor Akhtar,Pakistan,1980,1990,60,74,23,23,23,0,0,2
Mansoor Amjad,Pakistan,2008,2008,2,2,2,2,2,0,0,2
Mansoor Malangzai,Belg,2024,2024,4,4,1,1,1,0,0,1
Mansoor Rana,Pakistan,1990,1990,2,2,0,0,0,0,0,0
Manzoor Akhtar,Pakistan,1997,1998,7,7,1,1,1,0,0,1
Manzoor Elahi,Pakistan,1984,1995,60,64,28,28,28,0,0,2
Map Ovalle,Chile,2023,2023,2,2,1,1,0,1,0,1
Maqsood Ahmad,Belg,2021,2022,6,6,0,0,0,0,0,0
Maqsood Ahmed,Pakistan,1952,1955,16,27,13,13,13,0,0,2
Maqsood Rana,Pakistan,1990,1990,1,1,0,0,0,0,0,0
Mar Samarasekera,Sri Lanka,1983,1994,43,45,8,8,8,0,0,2
Marshall Ayub,BAN,2013,2014,3,4,2,2,2,0,0,1
Mashrafe Mortaza,BAN,2001,2017,90,105,19,19,19,0,0,3
Mashrafe Mortaza (Asia/Ban),NA,2001,2020,220,220,62,62,62,0,0,2
Masood Anwar,Pakistan,1990,1990,1,2,0,0,0,0,0,0
Masood Iqbal,Pakistan,1984,1984,1,1,0,0,0,0,0,0
Masood Jayezeh,Iran,2020,2020,3,3,0,0,0,0,0,0
Matiullah Khan,United Arab Emirates,2023,2023,1,1,0,0,0,0,0,0
Mawr Madurasinghe,Sri Lanka,1988,1992,15,17,3,3,3,0,0,1
Mazhar Hussain,United Arab Emirates,1994,1996,7,7,1,1,1,0,0,1
Mazhar Khan,SVN,2022,2024,5,5,0,0,0,0,0,0
Mazharul Haque,BAN,2002,2002,1,1,0,0,0,0,0,0
Mazharul Islam,SEY,2021,2024,18,17,2,2,1,1,0,1
Mb Kruger,Namibia,2024,2024,25,24,5,5,5,0,0,2
Mb Loye,England,2007,2007,7,7,0,0,0,0,0,0
Mb Owens,New Zealand,1992,1994,9,13,3,3,3,0,0,2
Mb Poore,New Zealand,1953,1956,14,20,1,1,1,0,0,1
Mb Tambe,FIN,2021,2024,26,26,11,11,11,0,0,2
Mb Van Schelven,NED,2015,2015,2,2,1,1,1,0,0,1
Mb Williams,Sri LankaE,2023,2023,3,3,0,0,0,0,0,0
Mbs Jonkman,NED,2006,2010,19,19,3,3,3,0,0,2
Mc Alex,CIV,2024,2024,1,1,0,0,0,0,0,0
Mc Bascombe,West Indies,2011,2011,1,1,0,0,0,0,0,0
Mc Bird,England,1910,1914,10,20,5,5,5,0,0,3
Mc Carew,West Indies,1963,1972,19,35,13,13,13,0,0,3
Mc Cowdrey,England,1954,1975,115,215,120,120,120,0,0,3
Mc Frederick,West Indies,1954,1954,1,2,0,0,0,0,0,0
Mc Henriques,Australia,2009,2021,44,47,13,13,13,0,0,2
Mc Ilott,England,1993,1995,5,8,0,0,0,0,0,0
Mc Mendis,Sri Lanka,1995,1995,1,1,2,2,2,0,0,2
Mc Snedden,New Zealand,1980,1990,118,134,26,26,26,0,0,2
Mc Sorensen,Ireland,2012,2016,39,36,12,12,12,0,0,2
Md Bailey,New Zealand,1998,1998,1,1,0,0,0,0,0,0
Md Bates,New Zealand,2012,2012,5,5,1,1,1,0,0,1
Md Bell,New Zealand,1998,2008,25,40,20,20,20,0,0,2
Md Craig,New Zealand,2014,2016,15,29,14,14,14,0,0,2
Md Crowe,New Zealand,1982,1995,220,271,137,137,137,0,0,4
Md Dai,Papau New Guinea,2014,2018,27,27,13,13,13,0,0,2
Md Du Preez,Namibia,2021,2023,6,6,4,4,4,0,0,2
Md Fisher,England,2022,2022,1,2,1,1,1,0,0,1
Md Garratt,GIBR,2019,2021,8,8,1,1,1,0,0,1
Md Gunathilaka,Sri Lanka,2015,2022,101,106,41,41,41,0,0,3
Md Marshall,West Indies,1978,1992,217,287,40,40,40,0,0,2
Md Moxon,England,1985,1989,18,24,15,15,15,0,0,3
Md Nurul Huda,FIN,2019,2019,5,5,4,4,4,0,0,2
Md Patel,United States of America,2019,2024,93,93,73,59,21,38,14,3
Md Shafiqul Haque,THA,2019,2019,4,4,3,1,0,1,2,1
Md Shanaka,Sri Lanka,2015,2024,179,180,61,61,61,0,0,3
Md Shoyaib,EST,2022,2022,2,2,0,0,0,0,0,0
Md Stoneman,England,2017,2018,11,19,1,1,1,0,0,1
Md Wettimuny,Sri Lanka,1983,1983,3,4,2,2,2,0,0,2
Mdj Walker,New Zealand,2003,2003,3,3,2,2,2,0,0,1
Mdk Perera,Sri Lanka,2007,2021,59,94,21,21,21,0,0,2
Mdkj Perera,Sri Lanka,2013,2024,212,229,104,87,33,54,17,4
Mdus Jayasundera,Sri Lanka,2015,2015,2,4,2,2,2,0,0,1
Me Chapple,New Zealand,1953,1966,14,26,10,10,10,0,0,2
Me Leoela,LES,2021,2024,16,16,7,7,7,0,0,2
Me Sanuth,OMA,2020,2020,4,4,0,0,0,0,0,0
Me Trescothick,England,2000,2006,202,263,146,146,142,4,0,4
Me Waugh,Australia,1988,2002,372,488,289,289,289,0,0,4
Meet Bhavsar,KUW,2019,2024,59,59,25,23,15,8,2,3
Mehidy Hasan Miraz,BAN,2016,2024,177,216,92,92,92,0,0,3
Mehmood Quaraishy,East (and Central) Africa,1975,1975,3,3,0,0,0,0,0,0
Mehrab Hossain,BAN,1998,2003,27,29,12,12,10,2,0,2
Mehrab Hossain Jnr,BAN,2006,2009,27,31,9,9,9,0,0,1
Mehran Dorri,Iran,2020,2020,1,1,0,0,0,0,0,0
Mehran Khan,OMA,2015,2024,49,48,9,9,9,0,0,1
Mehran Siasar,Iran,2020,2020,1,1,0,0,0,0,0,0
Mek Hussey,Australia,2004,2013,302,375,210,210,210,0,0,3
Merwais Shinwari,SVN,2024,2024,6,6,2,2,2,0,0,1
Mez Ghazali,Pakistan,1954,1954,2,2,0,0,0,0,0,0
Mf Kent,Australia,1981,1981,8,11,10,10,10,0,0,3
Mf Koc,TKY,2019,2019,3,3,0,0,0,0,0,0
Mf Maharoof,Sri Lanka,2004,2016,139,155,35,35,35,0,0,2
Mf Malone,Australia,1977,1982,11,12,1,1,1,0,0,1
Mf Manjate,MOZ,2023,2024,7,7,2,2,2,0,0,1
Mf Tremlett,England,1948,1948,3,6,0,0,0,0,0,0
Mfi Assuncao,BRA,2024,2024,1,1,0,0,0,0,0,0
Mg Bevan,Australia,1994,2004,250,266,77,77,77,0,0,3
Mg Bracewell,New Zealand,2022,2024,54,60,32,32,32,0,0,3
Mg Burgess,New Zealand,1968,1981,76,120,42,42,42,0,0,2
Mg Burmester,Zimbabwe,1992,1995,11,13,3,3,3,0,0,1
Mg Erasmus,Namibia,2019,2024,117,117,63,63,63,0,0,4
Mg Grell,West Indies,1930,1930,1,2,1,1,1,0,0,1
Mg Hughes,Australia,1985,1994,86,130,29,29,29,0,0,2
Mg Hunter,GIBR,2019,2019,4,4,1,1,1,0,0,1
Mg Johnson,Australia,2005,2015,256,323,67,67,67,0,0,4
Mg Kariata,Namibia,2024,2024,1,1,0,0,0,0,0,0
Mg Melle,South Africa,1950,1953,7,12,4,4,4,0,0,2
Mg Neser,Australia,2018,2023,6,8,1,1,1,0,0,1
Mg Vandort,Sri Lanka,2001,2008,21,40,6,6,6,0,0,1
Mg Waite,Australia,1938,1938,2,3,1,1,1,0,0,1
Mg Webb,New Zealand,1971,1974,3,6,0,0,0,0,0,0
Mgsm Fernando,ITA,2021,2021,6,6,0,0,0,0,0,0
Mh Cross,Scotland,2013,2024,177,172,193,168,0,168,25,6
Mh Dekker,Zimbabwe,1992,1996,37,48,17,17,17,0,0,4
Mh Denness,England,1969,1975,40,62,29,29,29,0,0,2
Mh Mankad,India,1946,1959,44,72,33,33,33,0,0,3
Mh Oman,SVN,2022,2022,4,4,2,2,2,0,0,1
Mh Richardson,New Zealand,2000,2004,42,72,27,27,27,0,0,2
Mh Tissera,Sri Lanka,1975,1975,3,3,0,0,0,0,0,0
Mh Yardy,England,2006,2011,42,42,18,18,18,0,0,2
Mhn Walker,Australia,1972,1981,51,81,18,18,18,0,0,1
Mhsms Amaradasa,MDV,2023,2023,1,1,0,0,0,0,0,0
Mhw Papps,New Zealand,2004,2007,14,20,12,12,12,0,0,2
Mi Black,West Indies,2000,2002,11,15,0,0,0,0,0,0
Mia Patel,MWest Indies,2019,2019,3,3,0,0,0,0,0,0
Michael Charlie,Papau New Guinea,2023,2023,2,2,1,1,1,0,0,1
Michael Nazir,MLT,2019,2019,1,1,0,0,0,0,0,0
Mien Mehmood,PORT,2019,2021,7,7,3,3,3,0,0,1
Mihusan Hamid,MDV,2019,2019,1,1,0,0,0,0,0,0
Milad Momend,LUX,2023,2024,6,6,2,2,2,0,0,1
Milind Kumar,United States of America,2024,2024,22,22,9,9,9,0,0,2
Minhajul Abedin,BAN,1986,1999,27,27,2,2,2,0,0,1
Mir Hamza,Pakistan,2018,2024,6,12,2,2,2,0,0,2
Miran Bakhsh,Pakistan,1955,1955,2,4,0,0,0,0,0,0
Mirwais Ashraf,Afghanistan,2009,2016,71,70,13,13,13,0,0,2
Mirza Ahmed,KUW,2023,2024,3,3,1,1,1,0,0,1
Mirza Ahsan,Aut,2019,2023,30,30,3,3,3,0,0,1
Mirza Baig,Pakistan,2023,2023,3,3,1,1,1,0,0,1
Misbah-Ul-Haq,Pakistan,2001,2017,276,342,130,130,130,0,0,4
Mj Ansell,IOM,2020,2024,22,21,8,8,8,0,0,3
Mj Bennett,Australia,1984,1985,11,13,6,6,6,0,0,1
Mj Clarke,Australia,2003,2015,394,500,253,253,253,0,0,4
Mj Cosgrove,Australia,2006,2006,3,3,0,0,0,0,0,0
Mj Di Venuto,Australia,1997,1997,9,9,1,1,1,0,0,1
Mj Fourie,Ireland,2007,2008,7,6,1,1,1,0,0,1
Mj Gopalan,India,1934,1934,1,2,3,3,3,0,0,2
Mj Greatbatch,New Zealand,1988,1996,125,148,62,62,61,1,0,3
Mj Guptill,New Zealand,2009,2022,367,405,222,222,222,0,0,4
Mj Hartigan,Australia,1908,1908,2,4,1,1,1,0,0,1
Mj Haslam,New Zealand,1992,1995,5,7,2,2,2,0,0,2
Mj Hay,New Zealand,2024,2024,5,4,10,9,0,9,1,6
Mj Henry,New Zealand,2014,2024,127,150,41,41,41,0,0,2
Mj Hilton,England,1950,1952,4,6,1,1,1,0,0,1
Mj Hoggard,England,2000,2008,93,151,29,29,29,0,0,2
Mj Horne,New Zealand,1997,2003,85,114,29,29,29,0,0,3
Mj Horton,England,1959,1959,2,4,2,2,2,0,0,1
Mj Humphreys,Ireland,2023,2024,8,9,4,4,4,0,0,2
Mj Leach,England,2018,2024,39,74,18,18,18,0,0,2
Mj Lumb,England,2010,2014,30,29,9,9,9,0,0,1
Mj Macaulay,South Africa,1965,1965,1,2,0,0,0,0,0,0
Mj Mason,New Zealand,2003,2010,30,30,4,4,4,0,0,1
Mj Mccague,England,1993,1994,3,5,1,1,1,0,0,1
Mj Mcclenaghan,New Zealand,2013,2016,48,46,4,4,4,0,0,1
Mj Mcclenaghan (Icc/Nz),NA,2012,2018,29,29,7,7,7,0,0,1
Mj Mindley,West Indies,2022,2022,1,2,0,0,0,0,0,0
Mj Nicholson,Australia,1998,1998,1,2,0,0,0,0,0,0
Mj North,Australia,2009,2010,24,43,18,18,18,0,0,2
Mj Petrie,Scotland,2009,2009,4,4,4,3,0,3,1,2
Mj Potts,England,2022,2024,18,25,10,10,10,0,0,2
Mj Prior,England,2004,2014,157,224,344,320,2,318,24,6
Mj Procter,South Africa,1967,1970,7,14,4,4,4,0,0,2
Mj Richardson,GER,2019,2023,25,25,25,15,0,15,10,4
Mj Ross,ITA,2019,2019,8,7,3,3,3,0,0,2
Mj Saggers,England,2003,2004,3,6,1,1,1,0,0,1
Mj Santner,New Zealand,2015,2024,242,264,105,105,105,0,0,3
Mj Slater,Australia,1993,2001,116,185,42,42,42,0,0,4
Mj Smith,England,1973,1999,10,10,1,1,1,0,0,1
Mj Stewart,England,1962,1964,8,16,6,6,6,0,0,2
Mj Susskind,South Africa,1924,1924,5,5,1,1,1,0,0,1
Mj Swepson,Australia,2018,2022,15,18,6,6,6,0,0,2
Mjc Allom,England,1930,1931,5,8,0,0,0,0,0,0
Mjd Allingham,Scotland,1999,1999,3,3,1,1,1,0,0,1
Mjf Shrimpton,New Zealand,1963,1974,10,17,2,2,2,0,0,1
Mjg Rippon,NED,2013,2022,9,9,4,4,4,0,0,1
Mjg Rippon (Ned/Nz),NA,2013,2022,19,18,4,4,4,0,0,1
Mjk Smith,England,1958,1972,50,91,53,53,53,0,0,3
Mjl Turnbull,England,1930,1936,9,17,1,1,1,0,0,1
Mjm Kavana,COK,2024,2024,4,4,0,0,0,0,0,0
Mjr Rindel,South Africa,1994,1999,22,22,8,8,8,0,0,2
Mk Anafie,GHA,2021,2021,10,10,3,3,3,0,0,1
Mk Elgie,South Africa,1961,1962,3,6,4,4,4,0,0,2
Mk Gnanasekaram,SUI,2023,2023,7,7,3,3,3,0,0,1
Mk Mantri,India,1951,1955,4,8,9,8,2,6,1,4
Mk Pandey,India,2015,2021,68,68,19,19,19,0,0,2
Mk Thakur,THA,2024,2024,13,13,1,1,1,0,0,1
Mk Tiwary,India,2008,2015,15,14,6,6,6,0,0,3
Mkdi Amerasinghe,Sri Lanka,2007,2008,9,10,1,1,1,0,0,1
Mkgcp Lakshitha,Sri Lanka,2002,2003,9,11,1,1,1,0,0,1
Ml Apte,India,1952,1953,7,12,2,2,2,0,0,1
Ml Bojang,GMB,2022,2023,8,8,2,2,2,0,0,1
Ml Castillo,Blz,2021,2021,5,5,2,2,2,0,0,1
Ml Cummins,West Indies,2014,2019,25,33,3,3,3,0,0,1
Ml Hayden,Australia,1994,2009,112,214,129,129,129,0,0,4
Ml Hayden (Aus/Icc),NA,1993,2008,161,158,68,68,68,0,0,2
Ml Jaisimha,India,1959,1971,39,72,17,17,17,0,0,1
Ml Kostic,SRB,2022,2022,9,9,1,1,1,0,0,1
Ml Lewis,Australia,2005,2006,9,9,2,2,2,0,0,1
Ml Love,Australia,2002,2003,5,10,7,7,7,0,0,3
Ml Maiava,Samoa,2023,2023,3,3,2,2,2,0,0,1
Ml Nkala,Zimbabwe,1998,2006,61,68,10,10,10,0,0,2
Ml Page,New Zealand,1930,1937,14,22,6,6,6,0,0,2
Ml Patel,Kenya,2004,2006,3,3,0,0,0,0,0,0
Ml Su'a,New Zealand,1992,1995,25,34,9,9,9,0,0,2
Ml Udawatte,Sri Lanka,2008,2018,19,21,2,2,2,0,0,1
Mlc Foster,West Indies,1969,1978,16,28,3,3,3,0,0,1
Mm Ali,England,2014,2024,298,355,110,110,110,0,0,4
Mm Baig,QAT,2023,2024,11,11,4,4,4,0,0,2
Mm English,Scotland,2024,2024,1,1,1,1,1,0,0,1
Mm Iqbal,Scotland,2009,2014,19,19,4,4,4,0,0,1
Mm Patel,India,1996,2011,88,100,19,19,19,0,0,2
Mm Sarwar,KUW,2019,2021,7,7,1,1,1,0,0,1
Mm Sharma,India,2013,2015,34,33,7,7,7,0,0,1
Mm Siddique,Japan,2023,2024,3,3,0,0,0,0,0,0
Mm Sood,India,1960,1960,1,1,0,0,0,0,0,0
Mma Jonkman,NED,2007,2010,4,4,1,1,1,0,0,1
Mmc Schewe,NED,1996,1996,5,5,3,2,0,2,1,3
Mmr Obili,EST,2021,2022,12,12,4,4,4,0,0,2
Mn Hart,New Zealand,1994,2002,27,35,16,16,16,0,0,2
Mn Lathwell,England,1993,1993,2,3,0,0,0,0,0,0
Mn Nawaz,Sri Lanka,1998,2002,4,5,0,0,0,0,0,0
Mn Samuels,West Indies,2000,2018,345,401,90,90,90,0,0,2
Mn Van Wyk,South Africa,2003,2015,25,25,17,15,3,12,2,4
Mn Waller,Zimbabwe,2009,2018,125,136,41,41,41,0,0,2
Mnk Fernando,Sri Lanka,2023,2024,6,6,1,1,1,0,0,1
Mnm Aslam,KUW,2019,2024,61,61,16,16,16,0,0,2
Mnr Cooray,MDV,2019,2020,7,7,0,0,0,0,0,0
Mo Bacarese,GIBR,2019,2023,4,4,1,1,1,0,0,1
Mo Jones,BER,2006,2023,30,30,10,10,10,0,0,3
Mo Kain,United States of America,2021,2022,7,7,2,2,2,0,0,2
Mo Kitunda,TAN,2021,2024,55,54,25,16,8,8,9,3
Mo Odumbe,Kenya,1996,2003,61,61,12,12,12,0,0,2
Mobashar Ashraf,Fran,2021,2021,2,2,0,0,0,0,0,0
Mofassar Saeed,NOR,2024,2024,1,1,0,0,0,0,0,0
Mohamed Arief,MAS,2019,2023,20,19,7,7,7,0,0,2
Mohamed Azzam,MDV,2019,2024,43,43,30,23,1,22,7,3
Mohamed Coulibaly,Mali,2022,2024,13,12,1,1,1,0,0,1
Mohamed Fadiga,Mali,2024,2024,1,1,0,0,0,0,0,0
Mohamed Ishmath,MDV,2024,2024,8,8,1,1,1,0,0,1
Mohamed Mahfooz,MDV,2019,2021,15,15,0,0,0,0,0,0
Mohamed Miuvaan,MDV,2023,2024,4,4,1,1,1,0,0,1
Mohamed Rishwan,MDV,2019,2024,36,36,14,13,11,2,1,2
Mohamed Shafeeq,KUW,2022,2024,32,32,5,5,5,0,0,1
Mohamed Shiyam,MDV,2024,2024,5,5,3,3,3,0,0,2
Mohameed Taiwo,NGA,2019,2024,29,29,12,12,12,0,0,2
Mohammad Aadil Alam,NEP,2022,2022,14,14,6,6,6,0,0,2
Mohammad Abbas,Pakistan,2017,2021,28,47,7,7,7,0,0,2
Mohammad Adnan,KSA,2019,2019,5,5,0,0,0,0,0,0
Mohammad Ahnaff,QAT,2023,2024,12,12,6,6,6,0,0,2
Mohammad Ahsan,KUW,2019,2019,6,6,0,0,0,0,0,0
Mohammad Akram,Pakistan,1995,2001,32,36,12,12,12,0,0,2
Mohammad Ali,Pakistan,2022,2024,4,8,2,2,2,0,0,1
Mohammad Amin,KUW,2019,2024,11,11,3,3,3,0,0,1
Mohammad Amir,Pakistan,2009,2024,159,191,23,23,23,0,0,2
Mohammad Asaduzzaman,FIN,2022,2022,9,9,1,1,1,0,0,1
Mohammad Ashraful,BAN,2001,2013,84,114,29,29,29,0,0,2
Mohammad Ashraful (Asia/Ban),NA,2001,2013,177,177,35,35,35,0,0,2
Mohammad Asif,Pakistan,2005,2010,34,56,6,6,6,0,0,1
Mohammad Asif (Asia/Pak),NA,2005,2010,38,36,5,5,5,0,0,2
Mohammad Aslam,Pakistan,1954,1996,5,5,0,0,0,0,0,0
Mohammad Atif,ESP,2022,2024,6,6,4,4,4,0,0,2
Mohammad Ayaz,United Arab Emirates,2020,2020,1,1,0,0,0,0,0,0
Mohammad Ayub,Pakistan,2012,2012,1,2,1,1,1,0,0,1
Mohammad Boota,United Arab Emirates,2018,2022,28,28,7,4,1,3,3,2
Mohammad Farooq,Pakistan,1960,1965,7,11,1,1,1,0,0,1
Mohammad Ghazanfar,Hong Kong,2019,2024,29,29,4,4,4,0,0,1
